namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_construction_cruiser,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_escort_carrier,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_light_carrier,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_science_cruiser,sn_sponsored_colonizer,sn_striker_cruiser,sn_superdreadnought,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Neferure,Peduhor,,,,,,,,,,,,,,,,,,,,,,,,,Anuke,,Hu,,,,,Arensnuphis,Amon-Ra's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferusobek,Peftjauawybast,,,,,,,,,,,,,,,,,,,,,,,,,Dionysus-Osiris,,Mestȧ,,,,,Ta-Sent-Nefert,Bastet's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nefretiri,Pehen-ptah,,,,,,,,,,,,,,,,,,,,,,,,,Hardedef,,Unut,,,,,Aati,Sobek's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neithhotep,Pehernefer,,,,,,,,,,,,,,,,,,,,,,,,,Iat,,Nehmetawy,,,,,Heka,Isis's Dagger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nesitanebetashru,Perneb,,,,,,,,,,,,,,,,,,,,,,,,,Pihor,,Temet,,,,,Hert-ketit-s,Tefnut's Bite,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neskhons,Ptahhotep,,,,,,,,,,,,,,,,,,,,,,,,,Petbe,,Heneb,,,,,Usit,Montu's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Netiqret,Ptahshepses,,,,,,,,,,,,,,,,,,,,,,,,,Mnevis,,Apep,,,,,Ṭuamutef,Montu's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nimaathap,Ptahwer,,,,,,,,,,,,,,,,,,,,,,,,,Shemat-Khu,,Shezmu,,,,,Qerhet,Sekhmet's Vigil,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nitocris,Rahotep,,,,,,,,,,,,,,,,,,,,,,,,,Sebiumeker,,Nebt-Khu,,,,,Pihor,Amon-Ra's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nofret,Ramses,,,,,,,,,,,,,,,,,,,,,,,,,Ta-Sent-Nefert,,Pihor,,,,,Anat,Fury of Selkis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nofretete,Ramsis,,,,,,,,,,,,,,,,,,,,,,,,,Mandulis,,Qerhet,,,,,Gengen Wer,Amon's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubemhat,Ranefer,,,,,,,,,,,,,,,,,,,,,,,,,Sait,,Thmei,,,,,An-hetep-f,Selkis's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubemiunu,Sahure,,,,,,,,,,,,,,,,,,,,,,,,,Sepṭu,,Sopd,,,,,Serket,Isis's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubemweskhet,Sasobek,,,,,,,,,,,,,,,,,,,,,,,,,Sopdet,,Amu-Aa,,,,,Wenenu,Amon's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubhetepti,Seb,,,,,,,,,,,,,,,,,,,,,,,,,Hert-Nemmat-Set,,Setcheh,,,,,An-mut-f,Horus's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubkhaes,Sebekemhab,,,,,,,,,,,,,,,,,,,,,,,,,Sefkhet-Abwy,,Mnevis,,,,,Ptah-hotep,Amon-Ra's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubkhesbed,Sekhemkare,,,,,,,,,,,,,,,,,,,,,,,,,Harsomtus,,Seret,,,,,Renpet,Sobek's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubwenet,Sekhemrekhutawy,,,,,,,,,,,,,,,,,,,,,,,,,Apep,,Hert-ketit-s,,,,,Ahti,Sobek's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Parerenpetnefer,Sekhemreshedwaset,,,,,,,,,,,,,,,,,,,,,,,,,Pesi,,Sekhat-Hor,,,,,Nefertum,Fury of Anhur,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Patareshnes,Senbi,,,,,,,,,,,,,,,,,,,,,,,,,An-tcher-f,,Naunet,,,,,Tayt,Isis's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Penebui,Senenmut,,,,,,,,,,,,,,,,,,,,,,,,,Nebt-Setau,,Tafner,,,,,Shemat-Khu,Anubis's Javelin,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Persenet,Sennefer,,,,,,,,,,,,,,,,,,,,,,,,,Harmachis,,Sekhemus,,,,,Ishtar,Aten's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Peseshet,Senusret,,,,,,,,,,,,,,,,,,,,,,,,,Panebtawy,,Wepwawet,,,,,Matit,Rite of Neith,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ptahneferu,Setna,,,,,,,,,,,,,,,,,,,,,,,,,Fetket,,Apis,,,,,Ba'alat Gebal,Selkis's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pypuy,Setne,,,,,,,,,,,,,,,,,,,,,,,,,Nehmetawy,,Nebethetepet,,,,,Heset,Sekhmet's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Qalhata,Shabaka,,,,,,,,,,,,,,,,,,,,,,,,,Kherty,,Raet-Tawy,,,,,Temtith,Anhur's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rekhetre,Shepseskare,,,,,,,,,,,,,,,,,,,,,,,,,Taweret,,Usit,,,,,Setcheh,Horus's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Renesres,Siamun,,,,,,,,,,,,,,,,,,,,,,,,,Ṭuamutef,,An-mut-f,,,,,Sed,Isis's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Renmet-setesh,Siharnedjheritef,,,,,,,,,,,,,,,,,,,,,,,,,Hedetet,,Aani,,,,,Fa,Sobek's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Renpetnefer,Smenkhkare,,,,,,,,,,,,,,,,,,,,,,,,,Serket,,Babi,,,,,Nefer Hor,Pakhet's Roar,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Satiah,Sneferu,,,,,,,,,,,,,,,,,,,,,,,,,Serapis,,Anhefta,,,,,Petbe,Osiris's Dagger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Satsobek,Sobekemsaf,,,,,,,,,,,,,,,,,,,,,,,,,Mestȧ,,Anti,,,,,Sepes,Amon-Ra's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sehener,Tao,,,,,,,,,,,,,,,,,,,,,,,,,Hatmehit,,Tjenenyet,,,,,Ipy,Aten's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Semat,Tefnakht,,,,,,,,,,,,,,,,,,,,,,,,,Tjenenyet,,Iat,,,,,Renenet,Amon's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Senebhenas,Temhotep,,,,,,,,,,,,,,,,,,,,,,,,,Min,,Ha,,,,,Harmachis,Montu's Dagger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Senebtisi,Teos,,,,,,,,,,,,,,,,,,,,,,,,,Sopd,,Banebdjedet,,,,,Apedemak,Horus's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Seshemetka,Thamphthis,,,,,,,,,,,,,,,,,,,,,,,,,Hery-sha-duat,,Dionysus-Osiris,,,,,Dedun,Set's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sesheset,Tutankhamun,,,,,,,,,,,,,,,,,,,,,,,,,Matit,,Bes,,,,,Anit,Sobek's Dagger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Setepenre,Tutankhaten,,,,,,,,,,,,,,,,,,,,,,,,,Menhit,,Ra-ateni,,,,,Sehith,Ra's Javelin,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sha-amun-en-su,Tutu,,,,,,,,,,,,,,,,,,,,,,,,,Nebt-Mat,,Dua,,,,,Nebt-Khu,Anhur's Gaze,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shehiryotes,Usercherês,,,,,,,,,,,,,,,,,,,,,,,,,Iah,,Ba,,,,,Amn,Set's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shepset-ipet,Userkare,,,,,,,,,,,,,,,,,,,,,,,,,Ba-Ra,,Ani,,,,,Qebui,Neith's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sheretnebty,Wadjenes,,,,,,,,,,,,,,,,,,,,,,,,,Rā-Ḥerakhty,,Anuke,,,,,Female,Rite of Set,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sinuhe,Wadjitefni,,,,,,,,,,,,,,,,,,,,,,,,,Aani,,Serapis,,,,,Am-heh,Rite of Montu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sitamun,,,,,,,,,,,,,,,,,,,,,,,,,,Haurun,,Gengen Wer,,,,,Apet,Set's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sitdjehuti,,,,,,,,,,,,,,,,,,,,,,,,,,Ihy,,Hert-Nemmat-Set,,,,,Rekhit,Fury of Amon,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sithathor,,,,,,,,,,,,,,,,,,,,,,,,,,Anhefta,,Ipy,,,,,Nakith,Rite of Horus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sithathoriunet,,,,,,,,,,,,,,,,,,,,,,,,,,Setem,,Sopdet,,,,,Seker,Neith's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sitre,,,,,,,,,,,,,,,,,,,,,,,,,,Ba,,Anat,,,,,Seshat,Ra's Gaze,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sobekemsaf,,,,,,,,,,,,,,,,,,,,,,,,,,Naunet,,Rā-Ḥerakhty,,,,,Naunet,Anhur's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sobekneferu,,,,,,,,,,,,,,,,,,,,,,,,,,Heryshaf,,Sefkhet-Abwy,,,,,Iah,Rite of Anubis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Takhat,,,,,,,,,,,,,,,,,,,,,,,,,,Ptah-hotep,,Djefa,,,,,Ta-Bitjet,Ra's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tati,,,,,,,,,,,,,,,,,,,,,,,,,,Āpesh,,Uneg/Weneg,,,,,Hapy-Wet,Tefnut's Mane,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tawret,,,,,,,,,,,,,,,,,,,,,,,,,,Bes,,Swenet,,,,,Reshep,Osiris's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tentamun,,,,,,,,,,,,,,,,,,,,,,,,,,Djefa,,Kneph,,,,,Shehbui,Sekhmet's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tiaa,,,,,,,,,,,,,,,,,,,,,,,,,,Mafdet,,Khenti-qerer,,,,,Mandulis,Isis's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tia-Sitra,,,,,,,,,,,,,,,,,,,,,,,,,,Ahti,,Haurun,,,,,Swenet,Anhur's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tiye,,,,,,,,,,,,,,,,,,,,,,,,,,Khefthernebes,,Mandulis,,,,,Tafner,Sekhmet's Claw,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tjesraperet,,,,,,,,,,,,,,,,,,,,,,,,,,Iusaaset,,Am-heh,,,,,Khefthernebes,Mihos's Mane,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tjuyu,,,,,,,,,,,,,,,,,,,,,,,,,,Khentekhtai,,Nefertari,,,,,Mehet-Weret,Ra's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tsillah,,,,,,,,,,,,,,,,,,,,,,,,,,Hetepes-Sekhus,,Qebeḥsenuf,,,,,Tjenenyet,Selkis's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tuya,,,,,,,,,,,,,,,,,,,,,,,,,,An-a-f,,Heru-Khu,,,,,Ba-Pef,Sekhmet's Mane,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tuya-Nebettawy,,,,,,,,,,,,,,,,,,,,,,,,,,Khenti-qerer,,Sepes,,,,,Heneb,Montu's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Twosret,,,,,,,,,,,,,,,,,,,,,,,,,,Sesenet-Khu,,Besna,,,,,Sopd,Selkis's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Werenro,,,,,,,,,,,,,,,,,,,,,,,,,,Amenhotep I,,Hery-sha-duat,,,,,Harsomtus,Neith's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zathapy,,,,,,,,,,,,,,,,,,,,,,,,,,Sehith,,Nebt-Mat,,,,,Iusaaset,Rite of Amon-Ra,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zatipy,,,,,,,,,,,,,,,,,,,,,,,,,,Wepset,,Thermuthis,,,,,Rā-Ḥerakhty,Fury of Montu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tafner,,Jupiter-Amun,,,,,Serapis,Rite of Selkis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djebuty,,Rekhit,,,,,Bes,Neith's Vigil,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khesfu,,Ba-Ra,,,,,Denwen,Aten's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qererti,,Sopdet,,,,,Khentekhtai,Ra's Vigil,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asclepius,,Buchis,,,,,Nehebu-Kau,Selkis's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amathaunta,,Amn,,,,,Ḥapy,Sobek's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nefer Hor,,Sesenet-Khu,,,,,Sekhet-Metu,Set's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besna,,Kebehut,,,,,Setem,Bastet's Bite,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ba-Pef,,Andjety,,,,,Hetepes-Sekhus,Anubis's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unut,,Khenti-Amenti,,,,,Dionysus-Osiris,Fury of Osiris,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iw,,Sait,,,,,Henkhisesui,Bastet's Javelin,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reshep,,An-tcher-f,,,,,Andjety,Bastet's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swenet,,Mehet-Weret,,,,,Qererti,Sekhmet's Khopesh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shehbui,,Heret-Kau,,,,,Anti,Set's Dagger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temtith,,Nebt-Ankhiu,,,,,Shezmu,Selkis's Gaze,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babi,,Shed,,,,,Khenti-Amenti,Amon's Gaze,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renpet,,Nakith,,,,,Ba,Osiris's Javelin,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meret,,Pelican,,,,,Seta-Ta,Isis's Vigil,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apis,,Seshat,,,,,Amu-Aa,Amon-Ra's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perit,,Menhit,,,,,Hardedef,Bastet's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seker,,Mehen,,,,,Nebt-Ankhiu,Rite of Bastet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Setcheh,,Tayt,,,,,Kagemni,Amon-Ra's Vigil,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ani,,Ash,,,,,Qebeḥsenuf,Horus's Javelin,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepa,,Peteese,,,,,Mehen,Tefnut's Roar,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thmei,,Kherty,,,,,Themath,Set's Vigil,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sekhet-Metu,,Khefthernebes,,,,,Kneph,Anhur's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aati,,Hapy-Wet,,,,,Ken,Amon-Ra's Dagger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebt-Ankhiu,,Nefer Hor,,,,,Buchis,Neith's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutu,,Nebt-Shat,,,,,Apis,Amon's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sah,,Ḥapy,,,,,Anuke,Montu's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arensnuphis,,Ta-Sent-Nefert,,,,,Sebeg,Sekhmet's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehit,,Harmachis,,,,,Aani,Osiris's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banebdjedet,,Panebtawy,,,,,Sia,Aten's Javelin,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ḥapy,,Dedun,,,,,Iat,Fury of Anubis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tayt,,Setem,,,,,Hatmehit,Sobek's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anit,,Djebuty,,,,,Haurun,Amon's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renenet,,Heru-pa-kaut,,,,,Nebt-Setau,Sobek's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yam,,An-hetep-f,,,,,Djebuty,Neith's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heru-pa-kaut,,Sekhet-Metu,,,,,Ha,Menhit's Roar,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apet,,Hardedef,,,,,Perit,Anhur's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am-heh,,Renenet,,,,,Djefa,Set's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bastet's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aten's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amon's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neith's Gaze,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mihos's Bite,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neith's Javelin,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amon's Dagger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rite of Aten,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osiris's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osiris's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rite of Isis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montu's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhur's Spear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montu's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sekhmet's Gaze,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selkis's Shield,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bastet's Chariot,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhur's Vigil,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anubis's Vigil,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ra's Star,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ra's Dagger,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horus's Gaze,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amon-Ra's Gaze,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bastet's Claw,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakhet's Claw,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bastet's Arrow,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isis's Fury,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rite of Anhur,,,,,,,,,,,,,,,
