namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_construction_cruiser,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_escort_carrier,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_light_carrier,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_science_cruiser,sn_sponsored_colonizer,sn_striker_cruiser,sn_superdreadnought,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Ayumi,Peter,,,,Iyer,,,,,,,,,,,,,,,,,,,,,Dauntless,,Mobile Bay,,Mohawk,,,Spruance,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mahaska,Bill,,,,Jabari,,,,,,,,,,,,,,,,,,,,, Shiloh,,Liberty,,Thunderchief,,,Liberty,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khadija,Nasser,,,,Jackson,,,,,,,,,,,,,,,,,,,,, Iwo Jima,,Liberator,,Decatur,,,O'Kane,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Danika,Chankoowashtay,,,,Jacobs,,,,,,,,,,,,,,,,,,,,, Antietam,,Antietam,,Skyray,,,Porter,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Olive,Hinto,,,,Jain,,,,,,,,,,,,,,,,,,,,,Vigilante,,Higgins,,Mobile Bay,,,Osprey,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aiko,Andy,,,,James,,,,,,,,,,,,,,,,,,,,,Kauffman,,Bobcat,,Howard,,,Thunderbolt,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kayla,Miki,,,,Jenkins,,,,,,,,,,,,,,,,,,,,,Howard,,Wadsworth,,Texan,,,Invincible,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hitomi,Lomasi,,,,Jimenez,,,,,,,,,,,,,,,,,,,,,Caribou,,Zumwalt,,Skywarrior,,,John S. McCain,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maya,Marcus,,,,Johnson,,,,,,,,,,,,,,,,,,,,,Decatur,,Enterprise,,Stratofortress,,,Hornet,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jasmine,Chayton,,,,Jones,,,,,,,,,,,,,,,,,,,,,Sabre,,Cyclone,,Bearcat,,,Delta Dagger,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Alana,Donovan,,,,Kang,,,,,,,,,,,,,,,,,,,,,Barry,,Gearing,,Carney,,,Freedom Fighter,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,LaToya,Raymond,,,,Kapoor,,,,,,,,,,,,,,,,,,,,,Peterson,,Black Widow,,The Sullivans,,,Higgins,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rhea,Catori,,,,Kelly,,,,,,,,,,,,,,,,,,,,,Nitze,,Constitution,,Decatur,,,Higgins,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amber,Gaurav,,,,Khalifa,,,,,,,,,,,,,,,,,,,,, Tikrit,,Rentz,,Puma,,,Fitzgerald,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Noriko,Lamar,,,,Kim,,,,,,,,,,,,,,,,,,,,,Staggerwing,,America,,Hornet,,,Stethem,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Makayla,Hamza,,,,King,,,,,,,,,,,,,,,,,,,,,Prowler,,Seahawk,,Crusader,,,Skywarrior,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Genevieve,Hrithik,,,,Knight,,,,,,,,,,,,,,,,,,,,,Lenah H. Sutcliffe Higbee,,Spruance,,Mosquito,,,Fighting Falcon,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yoko,Omar,,,,Lal,,,,,,,,,,,,,,,,,,,,,Lancer,,John Finn,,Blackbird,,,Lightning,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Halima,Nita,,,,Lee,,,,,,,,,,,,,,,,,,,,, Cold Harbor,,Helldiver,,Forrest Sherman,,,Falcon,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ellie,Haloke,,,,Lewis,,,,,,,,,,,,,,,,,,,,,Bronco,,Porter,,Helldiver,,,Devastator,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emilia,Rahul,,,,Li,,,,,,,,,,,,,,,,,,,,,Boone,,Chafee,,Sampson,,,Cyclone,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Delilah,Hiamovi,,,,Lin,,,,,,,,,,,,,,,,,,,,,Rentz,,Thach,,Preble,,,Mobile Bay,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ana,Augustin,,,,Liu,,,,,,,,,,,,,,,,,,,,,Lassen,,Wayne E. Meyer,,Skyway,,,Radford,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gabby,Anirudh,,,,Long,,,,,,,,,,,,,,,,,,,,, Fredericksburg,,Curtis Wilbur,,Scout,,,John Paul Jones,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Miyuki,Mazen,,,,Lopez,,,,,,,,,,,,,,,,,,,,,Lancaster,,Zumwalt,,Ingraham,,,Forrest Sherman,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Megan,Ammar,,,,Malik,,,,,,,,,,,,,,,,,,,,,Shooting Star,,Apache,,Truxtun,,,Cole,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Esha,Don,,,,Martin,,,,,,,,,,,,,,,,,,,,,John S. McCain,,Gary,,Barry,,,Demon,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Julia,Raheem,,,,Martinez,,,,,,,,,,,,,,,,,,,,,McInerney,,Raptor,,Carr,,,John L. Hall,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anushka,Diego,,,,Mason,,,,,,,,,,,,,,,,,,,,,Oliver Hazard Perry,,Warthog,,Gannet,,,Caribou,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Priya,Kareem,,,,Matthews,,,,,,,,,,,,,,,,,,,,,Tomcat,,Puma,,Seahawk,,,Peacemaker,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Halona,Pedro,,,,McMillan,,,,,,,,,,,,,,,,,,,,,Savage,,Bronco,,Caribou,,,Dewey,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aarti,Kangee,,,,Medina,,,,,,,,,,,,,,,,,,,,,Hornet,,Hornet,,Viking,,,Argus,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Fatima,Ashok,,,,Mehra,,,,,,,,,,,,,,,,,,,,, Midway,,John S. McCain,,Zumwalt,,,Constellation,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kimimela,Emir,,,,Mitchell,,,,,,,,,,,,,,,,,,,,,John Paul Jones,,Vigilante,,Starfighter,,,Mustang,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Autumn,Daquan,,,,Morales,,,,,,,,,,,,,,,,,,,,, Mogadishu,,Skyhawk,,Vindicator,,,Blackbird,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anna,Arthur,,,,Moreno,,,,,,,,,,,,,,,,,,,,,Reuben James,,Dragonfly,,Wild Goose,,,Peterson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kyla,Ethan,,,,Murphy,,,,,,,,,,,,,,,,,,,,,Freedom Fighter,,Eagle,,Thach,,,Thach,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Catalina,Ali,,,,Nair,,,,,,,,,,,,,,,,,,,,,Stethem,,Kidd,,Mustin,,,Dragonfly,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kumiko,Koko,,,,Nasser,,,,,,,,,,,,,,,,,,,,,Spruance,,The Sullivans,,Sampson,,,Fury,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neha,Kenyon,,,,Nelson,,,,,,,,,,,,,,,,,,,,, Appomattox,,Arleigh Burke,,Kauffman,,,Marauder,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Samira,Jagdish,,,,Nguyen,,,,,,,,,,,,,,,,,,,,,Wasp,,Scout,,Panther,,,Ingraham,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jada,Kanti,,,,Omar,,,,,,,,,,,,,,,,,,,,,Kidd,,Gridley,,Porter,,,Tiger,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aisha,Steven,,,,Ortiz,,,,,,,,,,,,,,,,,,,,,Peacemaker,,Skyway,,Vigilante,,,Sabre,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Charlotte,Sebastian,,,,Parker,,,,,,,,,,,,,,,,,,,,,John L. Hall,,Wasp,,Chafee,,,William P. Lawrence,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Winona,Ramon,,,,Patel,,,,,,,,,,,,,,,,,,,,,Skyway,,Wild Goose,,Warhawk,,,Stockdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Grace,Alfredo,,,,Patel,,,,,,,,,,,,,,,,,,,,,Truxtun,,Forrest Sherman,,Bronco,,,Wild Goose,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khushi,Zachary,,,,Perez,,,,,,,,,,,,,,,,,,,,,McFaul,,Momsen,,Michael Monsoor,,,Rascal,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Harper,Sean,,,,Phillips,,,,,,,,,,,,,,,,,,,,, Okinawa,,Coontz,,John Finn,,,Spartan,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aaliyah,Delsin,,,,Powell,,,,,,,,,,,,,,,,,,,,,Crusader,,Starlifter,,Zumwalt,,,Sampson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lupita,Jordan,,,,Qureshi,,,,,,,,,,,,,,,,,,,,,Raptor,,Skyscreecher,,Higgins,,,Cyclone,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Josefina,Jermaine,,,,Rahman,,,,,,,,,,,,,,,,,,,,,Stratofortress,,Falcon,,John Finn,,,McInerney,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Reagan,Chaitanya,,,,Raj,,,,,,,,,,,,,,,,,,,,, Khe Sanh,,Arleigh Burke,,Gridley,,,Gerald R. Ford,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anjali,Josh,,,,Ramirez,,,,,,,,,,,,,,,,,,,,,Carr,,Sterett,,Kidd,,,Enterprise,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kavya,Kajika,,,,Reyes,,,,,,,,,,,,,,,,,,,,,Super Sabre,,Spruance,,Peacemaker,,,Dauntless,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Morgan,Roberto,,,,Richardson,,,,,,,,,,,,,,,,,,,,,United States,,Porter,,Boone,,,Oliver Hazard Perry,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gloria,Galilahi,,,,Rivera,,,,,,,,,,,,,,,,,,,,,Intruder,,Farragut,,Antietam,,,Firefly,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Claire,Juan,,,,Robinson,,,,,,,,,,,,,,,,,,,,, Chippewa,,Fitzgerald,,Milius,,,Constitution,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Piper,Rodney,,,,Rodriguez,,,,,,,,,,,,,,,,,,,,,Liberty,,Virginia,,Cyclone,,,Rafael Peralta,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jazmine,Fernando,,,,Romero,,,,,,,,,,,,,,,,,,,,,Fighting Falcon,,Michael Monsoor,,Oliver Hazard Perry,,,Starfighter,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sadie,Kush,,,,Ross,,,,,,,,,,,,,,,,,,,,,Warhawk,,Warhawk,,Hellcat,,,Shooting Star,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lucia,John,,,,Ruiz,,,,,,,,,,,,,,,,,,,,,Mohawk,,Havoc,,Forrest Sherman,,,Nighthawk,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amira,Neel,,,,Said,,,,,,,,,,,,,,,,,,,,,Devastator,,Skyray,,Thunderbolt,,,Prowler,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Peyton,Aravind,,,,Sanchez,,,,,,,,,,,,,,,,,,,,,Gridley,,Dauntless,,Michael Murphy,,,Helldiver,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tessa,Gabriel,,,,Singh,,,,,,,,,,,,,,,,,,,,,Stratotanker,,Mitscher,,Clemson,,,Truxtun,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shilah,Brian,,,,Thakur,,,,,,,,,,,,,,,,,,,,, Chapultepec,,Thunderchief,,Wayne E. Meyer,,,Kiowa,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rylee,Jamal,,,,Uday,,,,,,,,,,,,,,,,,,,,,Stuka,,Sampson,,Shoup,,,Puma,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hazel,Derek,,,,Varma,,,,,,,,,,,,,,,,,,,,,Nicholas,,Crusader,,Hercules,,,Ingraham,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emily,Oliver,,,,Yadav,,,,,,,,,,,,,,,,,,,,,Chafee,,Higgins,,Peterson,,,John Finn,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hannah,Malik,,,,Zaman,,,,,,,,,,,,,,,,,,,,,Bainbridge,,Kiowa,,Porter,,,Seahawk,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaya,Jason,,,,,,,,,,,,,,,,,,,,,,,,,Milius,,Nitze,,Higgins,,,Cougar,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yasmin,Terrell,,,,,,,,,,,,,,,,,,,,,,,,, Raqqa,,Porter,,Gridley,,,Nimitz,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Devika,Rashid,,,,,,,,,,,,,,,,,,,,,,,,,Skywarrior,,Super Sabre,,Liberty,,,Gannet,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Onawa,Alexander,,,,,,,,,,,,,,,,,,,,,,,,, Guadalcanal,,Shoup,,Voodoo,,,Decatur,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mia,Tarek,,,,,,,,,,,,,,,,,,,,,,,,,Vicksburg,,Invader,,Prowler,,,Viking,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gabriella,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,Paul F. Foster,,Demon,,Skyhawk,,,Arthur W. Radford,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Talia,Alvaro,,,,,,,,,,,,,,,,,,,,,,,,,Arthur W. Radford,,Delta Dagger,,Farragut,,,Zumwalt,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sofia,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,,Fury,,Cyclone,,California,,,Liberator,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Paisley,Mark,,,,,,,,,,,,,,,,,,,,,,,,,Independence,,Tiger,,Firefly,,,Michael Murphy,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Keiko,Alawa,,,,,,,,,,,,,,,,,,,,,,,,,Cyclone,,Thomas Hudner,,Sabre,,,Boone,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lucy,Brandon,,,,,,,,,,,,,,,,,,,,,,,,, Cerro Gordo,,Lenah H. Sutcliffe Higbee,,Cobra,,,Wildcat,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kachina,Jalal,,,,,,,,,,,,,,,,,,,,,,,,,Shoup,,Sampson,,Thomas Hudner,,,Lancer,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Angelina,Jimmy,,,,,,,,,,,,,,,,,,,,,,,,,Thunderchief,,Peterson,,McFaul,,,Littoral,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elu,Dhruv,,,,,,,,,,,,,,,,,,,,,,,,,Skytrain,,Stratofortress,,Halsey,,,Chafee,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaitlyn,Bilal,,,,,,,,,,,,,,,,,,,,,,,,,Seahawk,,Decatur,,Cougar,,,Carney,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kimiko,George,,,,,,,,,,,,,,,,,,,,,,,,,Invader,,Michael Murphy,,Stockdale,,,Peterson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sophie,Armando,,,,,,,,,,,,,,,,,,,,,,,,,Forrest Sherman,,Cole,,Nighthawk,,,Reuben James,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Saira,Logan,,,,,,,,,,,,,,,,,,,,,,,,, Tora Bora,,Gannet,,Huey,,,Talon,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yumi,Isaiah,,,,,,,,,,,,,,,,,,,,,,,,,Preble,,Clemson,,Wadsworth,,,Super Sabre,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nia,Rajeev,,,,,,,,,,,,,,,,,,,,,,,,, Chosin Reservoir,,Mustang,,Charles F. Adams,,,Farragut,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ai,Miguel,,,,,,,,,,,,,,,,,,,,,,,,,Phantom II,,Nimitz,,Belknap,,,Sentinel,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Juana,Kevin,,,,,,,,,,,,,,,,,,,,,,,,,Rascal,,Kauffman,,Ticonderoga,,,Mason,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marisol,Kenneth,,,,,,,,,,,,,,,,,,,,,,,,,Peterson,,Black Hawk,,Black Widow,,,Super Hornet,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gauri,Benito,,,,,,,,,,,,,,,,,,,,,,,,,Wadsworth,,Ingraham,,Falcon,,,Huey,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Giselle,Enrique,,,,,,,,,,,,,,,,,,,,,,,,,Kiowa,,Dragon,,Skywatch,,,Wasp,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maria,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,Talon,,Forrest Sherman,,Mitchell,,,Carr,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mira,Jonathan,,,,,,,,,,,,,,,,,,,,,,,,,Constellation,,Constellation,,Constitution,,,Freedom,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hikari,Ivan,,,,,,,,,,,,,,,,,,,,,,,,,Osprey,,Texan,,Invincible,,,Banshee,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chilali,Abhi,,,,,,,,,,,,,,,,,,,,,,,,, Marjah,,Freedom,,Wasp,,,Warhawk,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Serenity,Jesus,,,,,,,,,,,,,,,,,,,,,,,,,Enterprise,,Lassen,,Freedom,,,Independence,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Salma,Rakesh,,,,,,,,,,,,,,,,,,,,,,,,,Porter,,Kidd,,Peterson,,,Skyway,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Leotie,Carmelo,,,,,,,,,,,,,,,,,,,,,,,,,Chosin,,Leahy,,Delta Dagger,,,Benfold,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ashanti,Mario,,,,,,,,,,,,,,,,,,,,,,,,,Puma,,Chosin,,Nitze,,,Vicksburg,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nadia,Rafael,,,,,,,,,,,,,,,,,,,,,,,,, the Coral Sea,,Mason,,Virginia,,,Apache,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nora,Alex,,,,,,,,,,,,,,,,,,,,,,,,,Michael Monsoor,,Nicholas,,Lassen,,,Kauffman,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Noor,Andre,,,,,,,,,,,,,,,,,,,,,,,,,Shrike,,Barry,,O'Kane,,,Michael Monsoor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pilar,Caleb,,,,,,,,,,,,,,,,,,,,,,,,,Raven,,Samuel B. Roberts,,Ingraham,,,Bainbridge,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pooja,Vincent,,,,,,,,,,,,,,,,,,,,,,,,,Firefly,,Argus,,Arleigh Burke,,,Stratotanker,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Audrey,Santiago,,,,,,,,,,,,,,,,,,,,,,,,,Mahan,,Arleigh Burke,,Rentz,,,Skyraider,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Raquel,Ismael,,,,,,,,,,,,,,,,,,,,,,,,,Mustin,,Stuka,,Farragut,,,Paul F. Foster,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aishwarya,Anwar,,,,,,,,,,,,,,,,,,,,,,,,,William P. Lawrence,,Spruance,,Littoral,,,Kidd,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mariah,Yago,,,,,,,,,,,,,,,,,,,,,,,,,Huey,,Oliver Hazard Perry,,Shrike,,,Voodoo,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elizabeth,Honovi,,,,,,,,,,,,,,,,,,,,,,,,, Gettysburg,,Thunderbolt,,Chosin,,,Guardian,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Akira,Christian,,,,,,,,,,,,,,,,,,,,,,,,, Haditha,,Fighting Falcon,,Cole,,,Lancaster,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bella,Dekanawida,,,,,,,,,,,,,,,,,,,,,,,,,Demon,,Mustin,,Nicholas,,,Thunderchief,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aubrey,Dwayne,,,,,,,,,,,,,,,,,,,,,,,,,Gannet,,Cougar,,Ticonderoga,,,Havoc,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sophia,Damian,,,,,,,,,,,,,,,,,,,,,,,,,Sampson,,Voodoo,,Sampson,,,Mitchell,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Malila,Francisco,,,,,,,,,,,,,,,,,,,,,,,,,Constitution,,Tucker,,Spruance,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emma,Kiona,,,,,,,,,,,,,,,,,,,,,,,,, Kirkuk,,Hellcat,,Raptor,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Alisha,Hania,,,,,,,,,,,,,,,,,,,,,,,,,Starfighter,,John L. Hall,,Super Hornet,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Eleanor,Treyvon,,,,,,,,,,,,,,,,,,,,,,,,,Spruance,,Carr,,Stratotanker,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kennedy,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,Spartan,,Skywarrior,,Skymaster,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Paytah,Darnell,,,,,,,,,,,,,,,,,,,,,,,,,Ingraham,,Mitchell,,Demon,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ishani,Richard,,,,,,,,,,,,,,,,,,,,,,,,,Radford,,Stethem,,Skyraider,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ivy,Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,Invincible,,Paul Ignatius,,John S. McCain,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nova,Esteban,,,,,,,,,,,,,,,,,,,,,,,,, Chickamauga,,Phantom,,Samuel B. Roberts,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quinn,Lawrence,,,,,,,,,,,,,,,,,,,,,,,,, Meuse-Argonne,,Skywatch,,Argus,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Violet,Justin,,,,,,,,,,,,,,,,,,,,,,,,,Fitzgerald,,Super Hornet,,Lancaster,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Brooke,Victor,,,,,,,,,,,,,,,,,,,,,,,,,Apache,,Fletcher,,Intruder,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Esperanza,Nascha,,,,,,,,,,,,,,,,,,,,,,,,,Delta Dagger,,Preble,,Cyclone,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ciara,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,Liberator,,Panther,,Sterett,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sakura,Patrick,,,,,,,,,,,,,,,,,,,,,,,,,Nighthawk,,Zumwalt,,Rascal,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Conchita,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,Zumwalt,,Cobra,,Paul Ignatius,,,,,,,,,,,,,,,,,,,
