namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Plutonis,,,,,,Pilum Fortunae,Vox Plutonis,Timoris Tempestas,,,,Vis Pavoris,,,,,,,,,,Bacchus's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Mercurii,,,,,,Spatha Fortunae,Scutum Mercurii,Tonitrus Felicitatis,,,,Pugnus Praetoriae,,,,,,,,,,Faunus's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Plutonis,,,,,,Hasta Fortunae,Hasta Plutonis,Vindex Scutum,,,,Pugio Felicitatis,,,,,,,,,,Diana's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Cereris,,,,,,Scutum Fortunae,Ignis Cereris,Victoriae Imperium,,,,Disciplinae Pugio,,,,,,,,,,Diana's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Telluris,,,,,,Furor Fortunae,Ira Telluris,Furor Virtutis,,,,Victoriae Vigilia,,,,,,,,,,Neptune's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Martis,,,,,,Ira Fortunae,Ignis Martis,Scipio Ira,,,,Ultoris Pugio,,,,,,,,,,Saturn's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Ianus,,,,,,Tenacitas Fortunae,Vox Ianus,Voluntas Honoris,,,,Ignis Fidei,,,,,,,,,,Venus's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Cupidinis,,,,,,Audacia Fortunae,Voluntas Cupidinis,Imperium Felicitatis,,,,Pavoris Virtus,,,,,,,,,,Fist of Mars,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Apollinis,,,,,,Tempestas Fortunae,Pilum Apollinis,Tempestas Virtutis,,,,Ignis Bellonae,,,,,,,,,,Voice of Minerva,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Lunae,,,,,,Procella Fortunae,Spatha Lunae,Tychon Pugio,,,,Ultoris Hasta,,,,,,,,,,Neptune's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Vulcani,,,,,,Tonitrus Fortunae,Virtus Vulcani,Tychon Ignis,,,,Vox Metus,,,,,,,,,,Diana's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Bacchi,,,,,,Carrus Felicitatis,Pugio Bacchi,Vis Manii,,,,Tonitrus Fortunae,,,,,,,,,,Bacchus's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Cupidinis,,,,,,Virtus Felicitatis,Ignis Cupidinis,Quirini Tempestas,,,,Tempestas Fortunae,,,,,,,,,,Fist of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Fauni,,,,,,Gladius Felicitatis,Furor Fauni,Procella Fortunae,,,,Vis Vindex,,,,,,,,,,Mars's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Fauni,,,,,,Imperium Felicitatis,Sagitta Fauni,Metus Currus,,,,Voluntas Felicitatis,,,,,,,,,,Pluto's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Martis,,,,,,Ignis Felicitatis,Gladius Martis,Praetoriae Tenacitas,,,,Ignis Fortunae,,,,,,,,,,Bolt of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Veneris,,,,,,Vigilia Felicitatis,Spatha Veneris,Tonitrua Manii,,,,Scipio Hasta,,,,,,,,,,Neptune's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Mercurii,,,,,,Sagitta Felicitatis,Vigilia Mercurii,Scipio Audacia,,,,Virtus Bellonae,,,,,,,,,,Tellus's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Lunae,,,,,,Pugio Felicitatis,Tempestas Lunae,Vox Tychonis,,,,Pugnus Tychonis,,,,,,,,,,Bolt of Juno,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Cupidinis,,,,,,Pilum Felicitatis,Tenacitas Cupidinis,Virtus Martis,,,,Disciplinae Pilum,,,,,,,,,,Janus's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitrus Fortunae,,,,,,Spatha Felicitatis,Tonitrus Fortunae,Virtus Concordiae,,,,Sagitta Volusiani,,,,,,,,,,Janus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Fortunae,,,,,,Hasta Felicitatis,Carrus Fortunae,Tonitrus Concordiae,,,,Ultoris Tenacitas,,,,,,,,,,Saturn's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Fauni,,,,,,Scutum Felicitatis,Vigilia Fauni,Virtus Victoriae,,,,Timoris Tempestas,,,,,,,,,,Might of Mars,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Ianus,,,,,,Furor Felicitatis,Pilum Ianus,Justitiae Ignis,,,,Tychon Pilum,,,,,,,,,,Will of Vesta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Plutonis,,,,,,Ira Felicitatis,Pilum Plutonis,Tychon Furor,,,,Praetoriae Pilum,,,,,,,,,,Ceres's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Junonis,,,,,,Tenacitas Felicitatis,Pilum Junonis,Pugio Concordiae,,,,Tonitrua Volusiani,,,,,,,,,,Vulcan's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Mercurii,,,,,,Audacia Felicitatis,Tempestas Mercurii,Tenacitas Concordiae,,,,Praetoriae Valor,,,,,,,,,,Apollo's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Iovis,,,,,,Procella Felicitatis,Ira Iovis,Ignis Martis,,,,Vindex Ira,,,,,,,,,,Janus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Lunae,,,,,,Tonitrus Felicitatis,Furor Lunae,Scutum Volusiani,,,,Tenacitas Victoriae,,,,,,,,,,Bolt of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Saturni,,,,,,Carrus Concordiae,Imperium Saturni,Pavoris Tempestas,,,,Metus Pugio,,,,,,,,,,Vulcan's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Saturni,,,,,,Virtus Concordiae,Fulmen Saturni,Spatha Honoris,,,,Timoris Pilum,,,,,,,,,,Vesta's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Mercurii,,,,,,Gladius Concordiae,Tenacitas Mercurii,Praetoriae Virtus,,,,Spatha Martis,,,,,,,,,,Minerva's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Plutonis,,,,,,Imperium Concordiae,Tempestas Plutonis,Pugnus Martis,,,,Victoriae Audacia,,,,,,,,,,Bolt of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Ianus,,,,,,Ignis Concordiae,Pugio Ianus,Audacia Volusiani,,,,Metus Hasta,,,,,,,,,,Wrath of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Apollinis,,,,,,Vigilia Concordiae,Vox Apollinis,Ignis Victoriae,,,,Quirini Currus,,,,,,,,,,Faunus's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Cereris,,,,,,Sagitta Concordiae,Ira Cereris,Pilum Felicitatis,,,,Pavoris Hasta,,,,,,,,,,Ceres's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Fauni,,,,,,Pugio Concordiae,Tempestas Fauni,Metus Iracundia,,,,Tenacitas Felicitatis,,,,,,,,,,Janus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Solis,,,,,,Pilum Concordiae,Sagitta Solis,Tenacitas Virtutis,,,,Vis Concordiae,,,,,,,,,,Tellus's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Dianae,,,,,,Spatha Concordiae,Furor Dianae,Gladius Martis,,,,Tychon Ignis,,,,,,,,,,Tellus's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Mercurii,,,,,,Hasta Concordiae,Imperium Mercurii,Honoris Tonitruum,,,,Imperium Concordiae,,,,,,,,,,Saturn's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Saturni,,,,,,Scutum Concordiae,Vigilia Saturni,Timoris Virtus,,,,Carrus Concordiae,,,,,,,,,,Neptune's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Vestae,,,,,,Furor Concordiae,Ira Vestae,Pilum Fidei,,,,Metus Scutum,,,,,,,,,,Bacchus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Iovis,,,,,,Ira Concordiae,Tempestas Iovis,Gladius Virtutis,,,,Fulmen Iustitiae,,,,,,,,,,Ceres's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Cereris,,,,,,Tenacitas Concordiae,Vis Cereris,Disciplinae Gladius,,,,Audacia Fidei,,,,,,,,,,Cupid's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitrua Cereris,,,,,,Audacia Concordiae,Tonitrua Cereris,Audacia Concordiae,,,,Audacia Volusiani,,,,,,,,,,Might of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Junonis,,,,,,Procella Concordiae,Tempestas Junonis,Quirini Pilum,,,,Scipio Currus,,,,,,,,,,Vesta's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Fortunae,,,,,,Tonitrus Concordiae,Tempestas Fortunae,Tychon Spatha,,,,Ultoris Imperium,,,,,,,,,,Juno's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Cereris,,,,,,Carrus Fidei,Imperium Cereris,Ira Fortunae,,,,Vigilia Virtutis,,,,,,,,,,Luna's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Bacchi,,,,,,Virtus Fidei,Tempestas Bacchi,Voluntas Timoris,,,,Pugio Martis,,,,,,,,,,Sol's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Ianus,,,,,,Gladius Fidei,Carrus Ianus,Vis Timoris,,,,Ultoris Virtus,,,,,,,,,,Pluto's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Junonis,,,,,,Imperium Fidei,Audacia Junonis,Quirini Spatha,,,,Audacia Virtutis,,,,,,,,,,Fist of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Minervae,,,,,,Ignis Fidei,Pugnus Minervae,Ultoris Spatha,,,,Vox Disciplinae,,,,,,,,,,Saturn's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Ianus,,,,,,Vigilia Fidei,Voluntas Ianus,Quirini Iracundia,,,,Vindex Tonitrua,,,,,,,,,,Luna's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Fauni,,,,,,Sagitta Fidei,Scutum Fauni,Ultoris Virtus,,,,Metus Iracundia,,,,,,,,,,Will of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Telluris,,,,,,Pugio Fidei,Imperium Telluris,Vigilia Bellonae,,,,Metus Tenacitas,,,,,,,,,,Venus's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Minervae,,,,,,Pilum Fidei,Hasta Minervae,Metus Pilum,,,,Tychon Furor,,,,,,,,,,Minerva's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Saturni,,,,,,Spatha Fidei,Hasta Saturni,Pavoris Currus,,,,Vindex Tenacitas,,,,,,,,,,Wrath of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Minervae,,,,,,Hasta Fidei,Gladius Minervae,Tenacitas Felicitatis,,,,Pugnus Iustitiae,,,,,,,,,,Luna's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Cereris,,,,,,Scutum Fidei,Vigilia Cereris,Furor Pavoris,,,,Ira Tychonis,,,,,,,,,,Faunus's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Bacchi,,,,,,Furor Fidei,Carrus Bacchi,Vis Ultoris,,,,Quirini Hasta,,,,,,,,,,Will of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Bacchi,,,,,,Ira Fidei,Spatha Bacchi,Hasta Concordiae,,,,Victoriae Valor,,,,,,,,,,Saturn's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Veneris,,,,,,Tenacitas Fidei,Hasta Veneris,Ignis Felicitatis,,,,Pugio Virtutis,,,,,,,,,,Vulcan's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Apollinis,,,,,,Audacia Fidei,Vis Apollinis,Vox Virtutis,,,,Gladius Fidei,,,,,,,,,,Vesta's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Solis,,,,,,Procella Fidei,Audacia Solis,Ira Virtutis,,,,Virtus Concordiae,,,,,,,,,,Faunus's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Minervae,,,,,,Tonitrus Fidei,Pilum Minervae,Furor Felicitatis,,,,Pugnus Disciplinae,,,,,,,,,,Saturn's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Mercurii,,,,,,Carrus Honoris,Vis Mercurii,Voluntas Disciplinae,,,,Victoriae Ignis,,,,,,,,,,Juno's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Ianus,,,,,,Virtus Honoris,Tenacitas Ianus,Victoriae Audacia,,,,Currus Manii,,,,,,,,,,Vulcan's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Vestae,,,,,,Gladius Honoris,Spatha Vestae,Audacia Victoriae,,,,Scipio Scutum,,,,,,,,,,Bacchus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Vulcani,,,,,,Imperium Honoris,Pugnus Vulcani,Tonitrus Bellonae,,,,Ultoris Audacia,,,,,,,,,,Diana's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Solis,,,,,,Ignis Honoris,Vox Solis,Currus Bellonae,,,,Audacia Manii,,,,,,,,,,Juno's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Cupidinis,,,,,,Vigilia Honoris,Sagitta Cupidinis,Metus Audacia,,,,Justitiae Sagitta,,,,,,,,,,Mercury's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Fortunae,,,,,,Sagitta Honoris,Audacia Fortunae,Justitiae Valor,,,,Vigilia Felicitatis,,,,,,,,,,Might of Jupiter,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Dianae,,,,,,Pugio Honoris,Tempestas Dianae,Gladius Volusiani,,,,Furor Iustitiae,,,,,,,,,,Might of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Plutonis,,,,,,Pilum Honoris,Furor Plutonis,Vox Tutelae,,,,Pavoris Ignis,,,,,,,,,,Might of Diana,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Ianus,,,,,,Spatha Honoris,Gladius Ianus,Pugnus Pavoris,,,,Vox Victoriae,,,,,,,,,,Voice of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Vulcani,,,,,,Hasta Honoris,Sagitta Vulcani,Timoris Valor,,,,Currus Volusiani,,,,,,,,,,Saturn's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Saturni,,,,,,Scutum Honoris,Carrus Saturni,Pavoris Valor,,,,Spatha Fidei,,,,,,,,,,Cupid's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitrua Plutonis,,,,,,Furor Honoris,Tonitrua Plutonis,Justitiae Currus,,,,Imperium Felicitatis,,,,,,,,,,Minerva's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Veneris,,,,,,Ira Honoris,Ignis Veneris,Vigilia Volusiani,,,,Vox Fortunae,,,,,,,,,,Fist of Jupiter,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Iovis,,,,,,Tenacitas Honoris,Voluntas Iovis,Vindex Virtus,,,,Vox Virtutis,,,,,,,,,,Saturn's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Junonis,,,,,,Audacia Honoris,Hasta Junonis,Furor Iustitiae,,,,Procella Honoris,,,,,,,,,,Bacchus's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Mercurii,,,,,,Procella Honoris,Sagitta Mercurii,Pugio Fortunae,,,,Pugnus Fortunae,,,,,,,,,,Diana's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Mercurii,,,,,,Tonitrus Honoris,Vox Mercurii,Vis Bellonae,,,,Quirini Sagitta,,,,,,,,,,Apollo's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitrua Vulcani,,,,,,Carrus Justitiae,Tonitrua Vulcani,Scipio Pugio,,,,Pugio Fidei,,,,,,,,,,Vesta's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Cereris,,,,,,Honoris Valor,Voluntas Cereris,Quirini Ignis,,,,Tutelae Vigilia,,,,,,,,,,Faunus's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Mercurii,,,,,,Honoris Tenacitas,Hasta Mercurii,Pilum Concordiae,,,,Tychon Gladius,,,,,,,,,,Bacchus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Vestae,,,,,,Honoris Audacia,Tenacitas Vestae,Gladius Felicitatis,,,,Tutelae Tenacitas,,,,,,,,,,Vesta's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Solis,,,,,,Honoris Ira,Tempestas Solis,Hasta Martis,,,,Vindex Tempestas,,,,,,,,,,Pluto's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Dianae,,,,,,Honoris Tempestas,Carrus Dianae,Praetoriae Iracundia,,,,Imperium Virtutis,,,,,,,,,,Neptune's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Mercurii,,,,,,Honoris Tonitruum,Pugio Mercurii,Scipio Ignis,,,,Vigilia Concordiae,,,,,,,,,,Janus's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Fauni,,,,,,Justitiae Currus,Vox Fauni,Virtus Manii,,,,Pugnus Vindex,,,,,,,,,,Minerva's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Ianus,,,,,,Justitiae Virtus,Vis Ianus,Tonitrua Volusiani,,,,Justitiae Ignis,,,,,,,,,,Mars's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Iovis,,,,,,Justitiae Gladius,Vigilia Iovis,Vindex Audacia,,,,Scutum Fortunae,,,,,,,,,,Sol's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Cereris,,,,,,Justitiae Imperium,Tenacitas Cereris,Tenacitas Fidei,,,,Currus Fortunae,,,,,,,,,,Venus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Martis,,,,,,Justitiae Ignis,Vox Martis,Victoriae Ira,,,,Tutelae Pilum,,,,,,,,,,Fist of Janus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Fortunae,,,,,,Justitiae Vigilia,Fulmen Fortunae,Vis Concordiae,,,,Vox Vindex,,,,,,,,,,Juno's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Vestae,,,,,,Justitiae Sagitta,Gladius Vestae,Pavoris Sagitta,,,,Voluntas Bellonae,,,,,,,,,,Juno's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Cupidinis,,,,,,Justitiae Pugio,Imperium Cupidinis,Fulmen Martis,,,,Tutelae Valor,,,,,,,,,,Mercury's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrus Telluris,,,,,,Justitiae Pilum,Carrus Telluris,Vis Iustitiae,,,,Audacia Concordiae,,,,,,,,,,Fortuna's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Ianus,,,,,,Justitiae Spatha,Imperium Ianus,Scutum Bellonae,,,,Timoris Sagitta,,,,,,,,,,Vulcan's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Fortunae,,,,,,Justitiae Hasta,Pugnus Fortunae,Pugio Manii,,,,Sagitta Concordiae,,,,,,,,,,Ceres's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Neptuni,,,,,,Justitiae Scutum,Pugio Neptuni,Pugnus Fidei,,,,Tychon Tempestas,,,,,,,,,,Neptune's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Minervae,,,,,,Justitiae Furor,Spatha Minervae,Vox Concordiae,,,,Ira Manii,,,,,,,,,,Voice of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Neptuni,,,,,,Justitiae Ira,Tempestas Neptuni,Furor Fidei,,,,Pilum Concordiae,,,,,,,,,,Ceres's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Iovis,,,,,,Justitiae Valor,Furor Iovis,Furor Fortunae,,,,Vigilia Fortunae,,,,,,,,,,Ceres's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Dianae,,,,,,Justitiae Tenacitas,Pugio Dianae,Timoris Audacia,,,,Pavoris Pilum,,,,,,,,,,Wrath of Minerva,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Fortunae,,,,,,Justitiae Audacia,Sagitta Fortunae,Gladius Bellonae,,,,Virtus Fidei,,,,,,,,,,Minerva's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Ianus,,,,,,Justitiae Tempestas,Fulmen Ianus,Hasta Honoris,,,,Tempestas Bellonae,,,,,,,,,,Will of Diana,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Fortunae,,,,,,Justitiae Tonitruum,Vox Fortunae,Vigilia Felicitatis,,,,Vox Tutelae,,,,,,,,,,Diana's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Lunae,,,,,,Ultoris Currus,Scutum Lunae,Ira Quirini,,,,Pilum Bellonae,,,,,,,,,,Voice of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Cereris,,,,,,Ultoris Virtus,Scutum Cereris,Tonitrus Fortunae,,,,Quirini Virtus,,,,,,,,,,Apollo's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Saturni,,,,,,Ultoris Gladius,Sagitta Saturni,Pavoris Imperium,,,,Ignis Felicitatis,,,,,,,,,,Neptune's Sagitta,,,
