namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_second_names,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,fn_fleet_names,fn_random_names,pn_generic_planets,pn_arid_planets,pn_desert_planets,pn_alpine_planets,pn_continental_planets,pn_savannah_planets,pn_ocean_planets,pn_arctic_planets,pn_tundra_planets,pn_tropical_planets,pn_gaia_planets,sn_generic,sn_corvette,sn_destroyer,sn_frigate,sn_cruiser,sn_battle_cruiser,sn_striker_cruiser,sn_battleship,sn_carrier,sn_dreadnought,sn_titan,sn_flagship,sn_juggernaut,sn_colossus,sn_colonizer,sn_sponsored_colonizer,sn_constructor,sn_exploration_ship,sn_science,sn_transport,sn_headquarters,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_ion_cannon,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Ulyana,Stepan,Gavrilov,,,,,,,,,,,,,,,,,Yakutia,Kosmodemyanskaya,Kosmodemyanskaya,Kosmodemyanskaya,Lobachevsky,Lobachevsky,Lobachevsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lidiya,Pavel,Dementiev,,,,,,,,,,,,,,,,,Yamalo-Nenets,Saburov,Saburov,Saburov,Lopatin,Lopatin,Lopatin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Masha,Denis,Il'in,,,,,,,,,,,,,,,,,Yaroslavl,Kryuchenkin,Kryuchenkin,Kryuchenkin,Makarov,Makarov,Makarov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Serafima,Grigor,Baranov,,,,,,,,,,,,,,,,,Zabaykalsky Krai,Babushkin,Babushkin,Babushkin,Markarov,Markarov,Markarov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Inessa,Ivanhoe,Grigoriev,,,,,,,,,,,,,,,,,Zelenograd,Smirnov,Smirnov,Smirnov,Martirosyan,Martirosyan,Martirosyan,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ludmila,Yevgeni,Osipov,,,,,,,,,,,,,,,,,,Popov,Popov,Popov,Matveyev,Matveyev,Matveyev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rima,Fyodor,Tarasov,,,,,,,,,,,,,,,,,,Nefyodov,Nefyodov,Nefyodov,Melikov,Melikov,Melikov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anfisa,Rostislav,Nikonova,,,,,,,,,,,,,,,,,,Doronin,Doronin,Doronin,Menshikov,Menshikov,Menshikov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Faina,Yegor,Shcherbakov,,,,,,,,,,,,,,,,,,Savitsky,Savitsky,Savitsky,Molotov,Molotov,Molotov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Alevtina,Andriy,Isaev,,,,,,,,,,,,,,,,,,Tatsinskaya,Tatsinskaya,Tatsinskaya,Nakhimov,Nakhimov,Nakhimov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Irina,Yevgeni,Suvorov,,,,,,,,,,,,,,,,,,Donskov,Donskov,Donskov,Nesterov,Nesterov,Nesterov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Larisa,Aleksei,Zhuravlev,,,,,,,,,,,,,,,,,,Domanov,Domanov,Domanov,Nevelskoy,Nevelskoy,Nevelskoy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nadezhda,Pytor,Alekseev,,,,,,,,,,,,,,,,,,Lapin,Lapin,Lapin,Nobile,Nobile,Nobile,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nastasya,Nikifor,Belyaev,,,,,,,,,,,,,,,,,,Sukhov,Sukhov,Sukhov,Nogai,Nogai,Nogai,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Olga,Evgeny,Kuz'min,,,,,,,,,,,,,,,,,,Sirotenko,Sirotenko,Sirotenko,Novikov,Novikov,Novikov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rimma,Maxim,Tikhonov,,,,,,,,,,,,,,,,,,Kozitsky,Kozitsky,Kozitsky,Obolensky,Obolensky,Obolensky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sasha,Igorr,Bogomolov,,,,,,,,,,,,,,,,,,Borzenko,Borzenko,Borzenko,Oktyabrsky,Oktyabrsky,Oktyabrsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yana,Lev,Golovin,,,,,,,,,,,,,,,,,,Budanov,Budanov,Budanov,Orlov,Orlov,Orlov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yelizaveta,Vasily,Nesterov,,,,,,,,,,,,,,,,,,Markov,Markov,Markov,Ostashev,Ostashev,Ostashev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yevdokiya,Aleksander,Zhukov,,,,,,,,,,,,,,,,,,Kuzmin-Karavaev,Kuzmin-Karavaev,Kuzmin-Karavaev,Ostermann-Tolstoy,Ostermann-Tolstoy,Ostermann-Tolstoy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yulianna,Nikolai,Druzhinin,,,,,,,,,,,,,,,,,,Smyslovsky,Smyslovsky,Smyslovsky,Pahlen,Pahlen,Pahlen,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeremenko,Yeremenko,Yeremenko,Panin,Panin,Panin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chernyakhovsky,Chernyakhovsky,Chernyakhovsky,Paul,Paul,Paul,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ermolov,Ermolov,Ermolov,Pavel,Pavel,Pavel,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladkov,Gladkov,Gladkov,Pavlov,Pavlov,Pavlov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grechko,Grechko,Grechko,Pavlovsky,Pavlovsky,Pavlovsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guderian,Guderian,Guderian,Perekhvatov,Perekhvatov,Perekhvatov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivanov,Ivanov,Ivanov,Peresypkin,Peresypkin,Peresypkin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karpov,Karpov,Karpov,Pereverzev,Pereverzev,Pereverzev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kotov,Kotov,Kotov,Pervukhin,Pervukhin,Pervukhin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kozlov,Kozlov,Kozlov,Peter I,Peter I,Peter I,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kravchenko,Kravchenko,Kravchenko,Petrovich,Petrovich,Petrovich,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lebed,Lebed,Lebed,Platov,Platov,Platov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lopatin,Lopatin,Lopatin,Pokryshkin,Pokryshkin,Pokryshkin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyudnikov,Lyudnikov,Lyudnikov,Poluboyarov,Poluboyarov,Poluboyarov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marenkov,Marenkov,Marenkov,Popov,Popov,Popov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medvedev,Medvedev,Medvedev,Potemkin,Potemkin,Potemkin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melnikov,Melnikov,Melnikov,Pushkin,Pushkin,Pushkin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molodtsov,Molodtsov,Molodtsov,Putin,Putin,Putin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morozov,Morozov,Morozov,Radetsky,Radetsky,Radetsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nesterov,Nesterov,Nesterov,Raevsky,Raevsky,Raevsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikulin,Nikulin,Nikulin,Repnin,Repnin,Repnin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novikov,Novikov,Novikov,Ribbentrop,Ribbentrop,Ribbentrop,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oslyabya,Oslyabya,Oslyabya,Rokossovsky,Rokossovsky,Rokossovsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pankov,Pankov,Pankov,Romanovsky,Romanovsky,Romanovsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrov,Petrov,Petrov,Rumyantsev,Rumyantsev,Rumyantsev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pokryshkin,Pokryshkin,Pokryshkin,Ruzsky,Ruzsky,Ruzsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pravdin,Pravdin,Pravdin,Ryabyshev,Ryabyshev,Ryabyshev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pronin,Pronin,Pronin,Safonov,Safonov,Safonov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rakhimov,Rakhimov,Rakhimov,Samsonov,Samsonov,Samsonov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rezun,Rezun,Rezun,Savitsky,Savitsky,Savitsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodionov,Rodionov,Rodionov,Semyonov,Semyonov,Semyonov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanenko,Romanenko,Romanenko,Semyonovsky,Semyonovsky,Semyonovsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rudenko,Rudenko,Rudenko,Serdyukov,Serdyukov,Serdyukov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safronov,Safronov,Safronov,Serov,Serov,Serov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salnikov,Salnikov,Salnikov,Shaposhnikov,Shaposhnikov,Shaposhnikov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selivanov,Selivanov,Selivanov,Shcherbakov,Shcherbakov,Shcherbakov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semenov,Semenov,Semenov,Shishkin,Shishkin,Shishkin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serov,Serov,Serov,Shkuro,Shkuro,Shkuro,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shakhurin,Shakhurin,Shakhurin,Shoygu,Shoygu,Shoygu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaposhnikov,Shaposhnikov,Shaposhnikov,Skobelev,Skobelev,Skobelev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharapov,Sharapov,Sharapov,Sokolov,Sokolov,Sokolov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shilov,Shilov,Shilov,Sokolovsky,Sokolovsky,Sokolovsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shishkin,Shishkin,Shishkin,Starinov,Starinov,Starinov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sokolov,Sokolov,Sokolov,Stavitsky,Stavitsky,Stavitsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solomatin,Solomatin,Solomatin,Stern,Stern,Stern,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sviridov,Sviridov,Sviridov,Sukhomlin,Sukhomlin,Sukhomlin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terekhin,Terekhin,Terekhin,Sukhomlinov,Sukhomlinov,Sukhomlinov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tereshkova,Tereshkova,Tereshkova,Susanin,Susanin,Susanin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tsvetayeva,Tsvetayeva,Tsvetayeva,Suvorov,Suvorov,Suvorov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ustinov,Ustinov,Ustinov,Sviridov,Sviridov,Sviridov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vodopyanov,Vodopyanov,Vodopyanov,Timoshenko,Timoshenko,Timoshenko,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shturmovik,Shturmovik,Shturmovik,Tolstoy,Tolstoy,Tolstoy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bob,Bob,Bob,Troshev,Troshev,Troshev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beast,Beast,Beast,Trubetskoy,Trubetskoy,Trubetskoy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coot,Coot,Coot,Tukhachevsky,Tukhachevsky,Tukhachevsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coot-A,Coot-A,Coot-A,Ushakov,Ushakov,Ushakov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coot-B,Coot-B,Coot-B,Ustinov,Ustinov,Ustinov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beagle,Beagle,Beagle,Uvarov,Uvarov,Uvarov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May,May,May,Vasetsky,Vasetsky,Vasetsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bear,Bear,Bear,Vasilevsky,Vasilevsky,Vasilevsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Badger,Badger,Badger,Vasilyevsky,Vasilyevsky,Vasilyevsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blinder,Blinder,Blinder,Vatutin,Vatutin,Vatutin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bison,Bison,Bison,Vinogradov,Vinogradov,Vinogradov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bomber,Bomber,Bomber,Voloshin,Voloshin,Voloshin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bounder,Bounder,Bounder,Voronov,Voronov,Voronov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bull,Bull,Bull,Vorontsov,Vorontsov,Vorontsov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camel,Camel,Camel,Voroshilov,Voroshilov,Voroshilov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cat,Cat,Cat,Yakovlev,Yakovlev,Yakovlev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleat,Cleat,Cleat,Yakubovsky,Yakubovsky,Yakubovsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cock,Cock,Cock,Yeremenko,Yeremenko,Yeremenko,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conqueror,Conqueror,Conqueror,Yezhov,Yezhov,Yezhov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coot-C,Coot-C,Coot-C,Yushkevich,Yushkevich,Yushkevich,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cossack,Cossack,Cossack,Zakharan,Zakharan,Zakharan,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crusty,Crusty,Crusty,Zakharov,Zakharov,Zakharov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curlew,Curlew,Curlew,Zakharyin-Yuriev,Zakharyin-Yuriev,Zakharyin-Yuriev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dancer,Dancer,Dancer,Zasyadko,Zasyadko,Zasyadko,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delfin,Delfin,Delfin,Zavarzin,Zavarzin,Zavarzin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duck,Duck,Duck,Zhigarev,Zhigarev,Zhigarev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fagot,Fagot,Fagot,Zhilenkov,Zhilenkov,Zhilenkov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Falcon,Falcon,Falcon,Zhukov,Zhukov,Zhukov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishbed,Fishbed,Fishbed,Zolotaryov,Zolotaryov,Zolotaryov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flagon,Flagon,Flagon,Zolotov,Zolotov,Zolotov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flanker,Flanker,Flanker,Arakcheyev,Arakcheyev,Arakcheyev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flogger,Flogger,Flogger,Baranov,Baranov,Baranov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foxbat,Foxbat,Foxbat,Baratynsky,Baratynsky,Baratynsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulcrum,Fulcrum,Fulcrum,Barclay de Tolly,Barclay de Tolly,Barclay de Tolly,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gadfly,Gadfly,Gadfly,Belov,Belov,Belov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gannet,Gannet,Gannet,Bennigsen,Bennigsen,Bennigsen,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauguin,Gauguin,Gauguin,Bogaevsky,Bogaevsky,Bogaevsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Havoc,Havoc,Havoc,Buturlin,Buturlin,Buturlin,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hind,Hind,Hind,Davydov,Davydov,Davydov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hokum,Hokum,Hokum,Dibich,Dibich,Dibich,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horse,Horse,Horse,Dzerzhinsky,Dzerzhinsky,Dzerzhinsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hound,Hound,Hound,Ermolov,Ermolov,Ermolov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hunter,Hunter,Hunter,Kamenev,Kamenev,Kamenev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilya Muromets,Ilya Muromets,Ilya Muromets,Kiknadze,Kiknadze,Kiknadze,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jellyfish,Jellyfish,Jellyfish,Lazarev,Lazarev,Lazarev,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jet,Jet,Jet,Lobanov-Rostovsky,Lobanov-Rostovsky,Lobanov-Rostovsky,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jug,Jug,Jug,Mannerheim,Mannerheim,Mannerheim,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kestrel,Kestrel,Kestrel,Melnikov,Melnikov,Melnikov,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knight,Knight,Knight,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangrove,Mangrove,Mangrove,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mare,Mare,Mare,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maya,Maya,Maya,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meridian,Meridian,Meridian,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midget,Midget,Midget,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ioffe,Ioffe,Ioffe,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kurchatov,Kurchatov,Kurchatov,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akula,Akula,Akula,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albatros,Albatros,Albatros,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfa,Alfa,Alfa,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amur,Amur,Amur,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anchar,Anchar,Anchar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora,Aurora,Aurora,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bala,Bala,Bala,,,,,,,,,,,,,,,,,,,,,,
