namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Courage,,,,,,Virtus's Ire,Fortuna's Scutum,Vindex's Storm,,,,Ultor's Fury,,,,,,,,,,Bacchus's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Spatha,,,,,,Virtus's Storm,Bacchus's Valor,Will of Scipio,,,,Scipio's Ire,,,,,,,,,,Faunus's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Storm,,,,,,Virtus's Tempest,Vesta's Fire,Timor's Chariot,,,,Wrath of Pavor,,,,,,,,,,Diana's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Pugio,,,,,,Virtus's Thunder,Bolt of Mercury,Wrath of Vindex,,,,Fides's Tempest,,,,,,,,,,Diana's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Gladius,,,,,,Fortuna's Chariot,Bolt of Ceres,Felicitas's Pugio,,,,Victoria's Pilum,,,,,,,,,,Neptune's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Spatha,,,,,,Fortuna's Courage,Mars's Command,Bolt of Concordia,,,,Fist of Fortuna,,,,,,,,,,Saturn's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Fire,,,,,,Fortuna's Gladius,Voice of Pluto,Mars's Rage,,,,Wrath of Timor,,,,,,,,,,Venus's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Pilum,,,,,,Fortuna's Command,Mercury's Scutum,Ultor's Storm,,,,Disciplina's Fire,,,,,,,,,,Fist of Mars,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Luna,,,,,,Fortuna's Fire,Pluto's Hasta,Fides's Command,,,,Felicitas's Pugio,,,,,,,,,,Voice of Minerva,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Pluto,,,,,,Fortuna's Vigil,Ceres's Fire,Ultor's Fury,,,,Pavor's Courage,,,,,,,,,,Neptune's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Chariot,,,,,,Fortuna's Sagitta,Tellus's Ire,Wrath of Manius,,,,Disciplina's Rage,,,,,,,,,,Diana's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Hasta,,,,,,Fortuna's Pugio,Mars's Fire,Ultor's Tempest,,,,Manius's Scutum,,,,,,,,,,Bacchus's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Tellus,,,,,,Fortuna's Pilum,Voice of Juno,Wrath of Victoria,,,,Metus's Tempest,,,,,,,,,,Fist of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Fire,,,,,,Fortuna's Spatha,Will of Cupid,Fist of Victoria,,,,Pavor's Storm,,,,,,,,,,Mars's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Spatha,,,,,,Fortuna's Hasta,Apollo's Pilum,Wrath of Metus,,,,Pavor's Pugio,,,,,,,,,,Pluto's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Tellus,,,,,,Fortuna's Scutum,Luna's Spatha,Justitia's Audacity,,,,Tychon's Fire,,,,,,,,,,Bolt of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Audacity,,,,,,Fortuna's Fury,Vulcan's Valor,Fortuna's Fury,,,,Mars's Storm,,,,,,,,,,Neptune's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Tellus,,,,,,Fortuna's Rage,Bacchus's Pugio,Tutela's Courage,,,,Virtus's Fury,,,,,,,,,,Tellus's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Pugio,,,,,,Fortuna's Valor,Cupid's Fire,Fides's Pilum,,,,Justitia's Rage,,,,,,,,,,Bolt of Juno,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Tempest,,,,,,Fortuna's Tenacity,Faunus's Rage,Disciplina's Fire,,,,Voice of Concordia,,,,,,,,,,Janus's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Fire,,,,,,Fortuna's Audacity,Faunus's Sagitta,Volusianus's Audacity,,,,Vindex's Tenacity,,,,,,,,,,Janus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Scutum,,,,,,Fortuna's Ire,Mars's Gladius,Wrath of Pavor,,,,Disciplina's Sagitta,,,,,,,,,,Saturn's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Courage,,,,,,Fortuna's Storm,Venus's Spatha,Virtus's Chariot,,,,Bellona's Pilum,,,,,,,,,,Might of Mars,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Tenacity,,,,,,Fortuna's Tempest,Diana's Ire,Mars's Fury,,,,Honos's Rage,,,,,,,,,,Will of Vesta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Fury,,,,,,Fortuna's Thunder,Mercury's Vigil,Might of Honos,,,,Timor's Thunder,,,,,,,,,,Ceres's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Jupiter,,,,,,Felicitas's Chariot,Luna's Storm,Felicitas's Hasta,,,,Bolt of Scipio,,,,,,,,,,Vulcan's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Hasta,,,,,,Felicitas's Courage,Cupid's Tenacity,Bolt of Scipio,,,,Fides's Hasta,,,,,,,,,,Apollo's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Valor,,,,,,Felicitas's Gladius,Fortuna's Thunder,Metus's Sagitta,,,,Mars's Fire,,,,,,,,,,Janus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Janus,,,,,,Felicitas's Command,Fortuna's Chariot,Pavor's Tenacity,,,,Felicitas's Command,,,,,,,,,,Bolt of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Ire,,,,,,Felicitas's Fire,Faunus's Vigil,Tychon's Spatha,,,,Concordia's Scutum,,,,,,,,,,Vulcan's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Command,,,,,,Felicitas's Vigil,Janus's Pilum,Quirinus's Pugio,,,,Tychon's Gladius,,,,,,,,,,Vesta's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Audacity,,,,,,Felicitas's Sagitta,Pluto's Pilum,Mars's Tempest,,,,Ultor's Audacity,,,,,,,,,,Minerva's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Sol,,,,,,Felicitas's Pugio,Juno's Pilum,Timor's Sagitta,,,,Fist of Mars,,,,,,,,,,Bolt of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Thunder,,,,,,Felicitas's Pilum,Mercury's Storm,Might of Tychon,,,,Might of Honos,,,,,,,,,,Wrath of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Juno,,,,,,Felicitas's Spatha,Jupiter's Ire,Pavor's Spatha,,,,Concordia's Tempest,,,,,,,,,,Faunus's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Ceres,,,,,,Felicitas's Hasta,Luna's Fury,Voice of Honos,,,,Ultor's Storm,,,,,,,,,,Ceres's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Tempest,,,,,,Felicitas's Scutum,Saturn's Command,Quirinus's Audacity,,,,Wrath of Tychon,,,,,,,,,,Janus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Vulcan,,,,,,Felicitas's Fury,Bolt of Saturn,Virtus's Gladius,,,,Tutela's Fire,,,,,,,,,,Tellus's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Fury,,,,,,Felicitas's Rage,Mercury's Tenacity,Metus's Pugio,,,,Timor's Fire,,,,,,,,,,Tellus's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Sagitta,,,,,,Felicitas's Valor,Pluto's Storm,Vindex's Rage,,,,Bellona's Pugio,,,,,,,,,,Saturn's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Tenacity,,,,,,Felicitas's Tenacity,Janus's Pugio,Ultor's Audacity,,,,Tutela's Fury,,,,,,,,,,Neptune's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Sagitta,,,,,,Felicitas's Audacity,Voice of Apollo,Fist of Justitia,,,,Ultor's Tempest,,,,,,,,,,Bacchus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Chariot,,,,,,Felicitas's Ire,Ceres's Ire,Concordia's Vigil,,,,Metus's Scutum,,,,,,,,,,Ceres's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Thunder,,,,,,Felicitas's Storm,Faunus's Storm,Tychon's Thunder,,,,Manius's Audacity,,,,,,,,,,Cupid's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Thunder,,,,,,Felicitas's Tempest,Sol's Sagitta,Tychon's Courage,,,,Ultor's Tenacity,,,,,,,,,,Might of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Audacity,,,,,,Felicitas's Thunder,Diana's Fury,Honos's Valor,,,,Might of Concordia,,,,,,,,,,Vesta's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Scutum,,,,,,Concordia's Chariot,Mercury's Command,Justitia's Tenacity,,,,Volusianus's Thunder,,,,,,,,,,Juno's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Courage,,,,,,Concordia's Courage,Saturn's Vigil,Praetoria's Tenacity,,,,Wrath of Ultor,,,,,,,,,,Luna's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Rage,,,,,,Concordia's Gladius,Wrath of Vesta,Metus's Spatha,,,,Justitia's Pugio,,,,,,,,,,Sol's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Tenacity,,,,,,Concordia's Command,Jupiter's Storm,Mars's Tenacity,,,,Scipio's Storm,,,,,,,,,,Pluto's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Gladius,,,,,,Concordia's Fire,Might of Ceres,Vindex's Spatha,,,,Will of Victoria,,,,,,,,,,Fist of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Vigil,,,,,,Concordia's Vigil,Ceres's Thunder,Fortuna's Pugio,,,,Praetoria's Storm,,,,,,,,,,Saturn's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Rage,,,,,,Concordia's Sagitta,Juno's Tempest,Voice of Concordia,,,,Disciplina's Chariot,,,,,,,,,,Luna's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Storm,,,,,,Concordia's Pugio,Fortuna's Tempest,Tutela's Rage,,,,Tychon's Storm,,,,,,,,,,Will of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Audacity,,,,,,Concordia's Pilum,Ceres's Command,Bellona's Pilum,,,,Concordia's Vigil,,,,,,,,,,Venus's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Pilum,,,,,,Concordia's Spatha,Bacchus's Storm,Timor's Spatha,,,,Manius's Tenacity,,,,,,,,,,Minerva's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Sagitta,,,,,,Concordia's Hasta,Janus's Chariot,Might of Victoria,,,,Tutela's Command,,,,,,,,,,Wrath of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Fury,,,,,,Concordia's Scutum,Juno's Audacity,Pavor's Scutum,,,,Mars's Ire,,,,,,,,,,Luna's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Chariot,,,,,,Concordia's Fury,Fist of Minerva,Disciplina's Gladius,,,,Voice of Fides,,,,,,,,,,Faunus's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Ceres,,,,,,Concordia's Rage,Will of Janus,Tutela's Audacity,,,,Might of Bellona,,,,,,,,,,Will of Pluto,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Pilum,,,,,,Concordia's Valor,Faunus's Scutum,Honos's Pilum,,,,Virtus's Courage,,,,,,,,,,Saturn's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Ire,,,,,,Concordia's Tenacity,Tellus's Command,Virtus's Sagitta,,,,Fides's Rage,,,,,,,,,,Vulcan's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Courage,,,,,,Concordia's Audacity,Minerva's Hasta,Metus's Valor,,,,Disciplina's Storm,,,,,,,,,,Vesta's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Audacity,,,,,,Concordia's Ire,Saturn's Hasta,Bellona's Chariot,,,,Quirinus's Ire,,,,,,,,,,Faunus's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Pilum,,,,,,Concordia's Storm,Minerva's Gladius,Might of Timor,,,,Bolt of Pavor,,,,,,,,,,Saturn's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Neptune,,,,,,Concordia's Tempest,Ceres's Vigil,Timor's Storm,,,,Timor's Hasta,,,,,,,,,,Juno's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Fire,,,,,,Concordia's Thunder,Bacchus's Tempest,Mars's Gladius,,,,Victoria's Command,,,,,,,,,,Vulcan's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Pugio,,,,,,Fides's Chariot,Bacchus's Chariot,Victoria's Sagitta,,,,Tutela's Vigil,,,,,,,,,,Bacchus's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Thunder,,,,,,Fides's Courage,Bacchus's Spatha,Fist of Scipio,,,,Bolt of Timor,,,,,,,,,,Diana's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Command,,,,,,Fides's Gladius,Venus's Hasta,Justitia's Pugio,,,,Bolt of Concordia,,,,,,,,,,Juno's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Sol,,,,,,Fides's Command,Might of Apollo,Metus's Fury,,,,Pavor's Vigil,,,,,,,,,,Mercury's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Fury,,,,,,Fides's Fire,Sol's Audacity,Fist of Disciplina,,,,Virtus's Valor,,,,,,,,,,Might of Jupiter,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Gladius,,,,,,Fides's Vigil,Minerva's Pilum,Voice of Praetoria,,,,Fist of Tutela,,,,,,,,,,Might of Vulcan,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Mercury,,,,,,Fides's Sagitta,Might of Mercury,Felicitas's Command,,,,Might of Justitia,,,,,,,,,,Might of Diana,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Apollo,,,,,,Fides's Pugio,Janus's Tenacity,Mars's Courage,,,,Felicitas's Ire,,,,,,,,,,Voice of Sol,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Rage,,,,,,Fides's Pilum,Apollo's Audacity,Manius's Vigil,,,,Tychon's Tenacity,,,,,,,,,,Saturn's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Spatha,,,,,,Fides's Spatha,Vesta's Spatha,Bellona's Fury,,,,Concordia's Spatha,,,,,,,,,,Cupid's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Tempest,,,,,,Fides's Hasta,Fist of Vulcan,Felicitas's Fury,,,,Scipio's Rage,,,,,,,,,,Minerva's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Vulcan,,,,,,Fides's Scutum,Voice of Sol,Ultor's Spatha,,,,Felicitas's Scutum,,,,,,,,,,Fist of Jupiter,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Fury,,,,,,Fides's Fury,Vesta's Ire,Will of Praetoria,,,,Volusianus's Pilum,,,,,,,,,,Saturn's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Tenacity,,,,,,Fides's Rage,Cupid's Sagitta,Honos's Command,,,,Fist of Justitia,,,,,,,,,,Bacchus's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Fire,,,,,,Fides's Valor,Fortuna's Audacity,Concordia's Tenacity,,,,Felicitas's Hasta,,,,,,,,,,Diana's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Valor,,,,,,Fides's Tenacity,Diana's Tempest,Concordia's Pugio,,,,Virtus's Gladius,,,,,,,,,,Apollo's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Hasta,,,,,,Fides's Audacity,Pluto's Fury,Voice of Vindex,,,,Ultor's Valor,,,,,,,,,,Vesta's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Storm,,,,,,Fides's Ire,Janus's Gladius,Manius's Hasta,,,,Virtus's Pilum,,,,,,,,,,Faunus's Chariot,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Scutum,,,,,,Fides's Storm,Vulcan's Sagitta,Voice of Disciplina,,,,Vindex's Hasta,,,,,,,,,,Bacchus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Scutum,,,,,,Fides's Tempest,Saturn's Chariot,Manius's Courage,,,,Tychon's Hasta,,,,,,,,,,Vesta's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Bacchus,,,,,,Fides's Thunder,Pluto's Valor,Volusianus's Scutum,,,,Wrath of Felicitas,,,,,,,,,,Pluto's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Ire,,,,,,Honos's Chariot,Pluto's Thunder,Bolt of Mars,,,,Tychon's Vigil,,,,,,,,,,Neptune's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Audacity,,,,,,Honos's Courage,Venus's Fire,Bolt of Ultor,,,,Praetoria's Fire,,,,,,,,,,Janus's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Vigil,,,,,,Honos's Gladius,Will of Jupiter,Honos's Tempest,,,,Quirinus's Valor,,,,,,,,,,Minerva's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Gladius,,,,,,Honos's Command,Juno's Hasta,Timor's Command,,,,Concordia's Gladius,,,,,,,,,,Mars's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Ire,,,,,,Honos's Fire,Mercury's Sagitta,Bolt of Timor,,,,Tychon's Pilum,,,,,,,,,,Sol's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Gladius,,,,,,Honos's Vigil,Voice of Mercury,Ultor's Hasta,,,,Mars's Pugio,,,,,,,,,,Venus's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Vigil,,,,,,Honos's Sagitta,Wrath of Jupiter,Fist of Concordia,,,,Will of Tychon,,,,,,,,,,Fist of Janus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Ceres,,,,,,Honos's Pugio,Vulcan's Thunder,Vindex's Courage,,,,Tychon's Scutum,,,,,,,,,,Juno's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Scutum,,,,,,Honos's Pilum,Will of Ceres,Might of Justitia,,,,Volusianus's Tempest,,,,,,,,,,Juno's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Vigil,,,,,,Honos's Spatha,Pluto's Rage,Disciplina's Audacity,,,,Voice of Felicitas,,,,,,,,,,Mercury's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Hasta,,,,,,Honos's Hasta,Mercury's Hasta,Fist of Volusianus,,,,Wrath of Victoria,,,,,,,,,,Fortuna's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Scutum,,,,,,Honos's Scutum,Vesta's Tenacity,Timor's Vigil,,,,Honos's Fury,,,,,,,,,,Vulcan's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Ire,,,,,,Honos's Fury,Jupiter's Tempest,Ultor's Chariot,,,,Volusianus's Chariot,,,,,,,,,,Ceres's Rage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Gladius,,,,,,Honos's Rage,Sol's Storm,Justitia's Fire,,,,Voice of Scipio,,,,,,,,,,Neptune's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Ire,,,,,,Honos's Valor,Diana's Chariot,Bolt of Tutela,,,,Fist of Disciplina,,,,,,,,,,Voice of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Ire,,,,,,Honos's Tenacity,Mercury's Pugio,Bolt of Honos,,,,Victoria's Ire,,,,,,,,,,Ceres's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Vesta,,,,,,Honos's Audacity,Voice of Faunus,Ultor's Valor,,,,Scipio's Command,,,,,,,,,,Ceres's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Rage,,,,,,Honos's Ire,Might of Janus,Fist of Bellona,,,,Disciplina's Spatha,,,,,,,,,,Wrath of Minerva,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Rage,,,,,,Honos's Storm,Wrath of Ceres,Timor's Courage,,,,Metus's Courage,,,,,,,,,,Minerva's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Neptune,,,,,,Honos's Tempest,Jupiter's Vigil,Ultor's Pilum,,,,Bolt of Mars,,,,,,,,,,Will of Diana,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Sagitta,,,,,,Honos's Thunder,Ceres's Tenacity,Volusianus's Pugio,,,,Vindex's Chariot,,,,,,,,,,Diana's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Saturn,,,,,,Justitia's Chariot,Voice of Mars,Praetoria's Pilum,,,,Will of Tutela,,,,,,,,,,Voice of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Thunder,,,,,,Justitia's Courage,Bolt of Fortuna,Praetoria's Fury,,,,Might of Virtus,,,,,,,,,,Apollo's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Fury,,,,,,Justitia's Gladius,Vesta's Gladius,Pavor's Audacity,,,,Fides's Sagitta,,,,,,,,,,Neptune's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Valor,,,,,,Justitia's Command,Wrath of Mars,Concordia's Fury,,,,Concordia's Pugio,,,,,,,,,,Vulcan's Tenacity,,,
