namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guisarme,,,,,,Bhuj,Mace,Scimitar,,,,Waraxe,,,,,,,,,,Nandao,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweihander,,,,,,Hatchet,Pollaxe,Seax,,,,Tanto,,,,,,,,,,Pavise,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampilan,,,,,,Club,Harpoon,Shamshir,,,,Zafar,,,,,,,,,,Spontoon,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonbogiri,,,,,,Firangi,Nandao,Shamsir,,,,Spatha,,,,,,,,,,Katzbalger,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arquebus,,,,,,Seax,Tongi,Shashka,,,,Kaskara,,,,,,,,,,Blunderbuss,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romphaia,,,,,,Tekko,Datanuki,Short Sword,,,,Takoba,,,,,,,,,,Voulge,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dadao,,,,,,Jamadhar,Billhook,Shotel,,,,Bardiche,,,,,,,,,,Cinquedea,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sickle,,,,,,Churi,Glaive,Shuriken,,,,Sickle,,,,,,,,,,Kriegsmesser,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kriegsmesser,,,,,,Short Sword,Warscythe,Siangham,,,,Flail,,,,,,,,,,Bardiche,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makila,,,,,,Kard,War Staff,Sickle,,,,Shamshir,,,,,,,,,,War Staff,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warhammer,,,,,,Tulwar,Harlott,Slingshot,,,,Wakizashi,,,,,,,,,,Almogavar,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scythe,,,,,,Fauchard,Crossbow,Smatchet,,,,Zulfiqar,,,,,,,,,,Soliferrum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cinquedea,,,,,,Flamberge,Bardiche,Spadroon,,,,Dha,,,,,,,,,,Faix,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brownbill,,,,,,Waraxe,Scythe,Spatha,,,,Gauntlet,,,,,,,,,,Longsword,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trident,,,,,,Spetum,Lucerne,Spear,,,,Kastane,,,,,,,,,,Arbalest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cutlass,,Spetum,,,,Kukri,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kukri,,Tabar,,,,Shuriken,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shamsir,,Takoba,,,,Katti,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kpinga,,Takouba,,,,Estoc,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nihang,,Talwar,,,,Karabela,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk,,Tanto,,,,Voulge,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takouba,,Tegha,,,,Nimcha,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaskara,,Tekko,,,,Takouba,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spear,,Tomahawk,,,,Kora,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morningstar,,Tuck,,,,Kirpan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Gauche,,Tulwar,,,,Cinquedea,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espada,,Urumi,,,,Dagger,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qaddara,,Voulge,,,,Gazza,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimcha,,Wakizashi,,,,Cutlass,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanjak,,Waraxe,,,,Kwame,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius,,Whip,,,,Scimitar,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mace,,Xiphos,,,,Bastard Sword,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zulfiqar,,Yatagan,,,,Bolas,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khopesh,,Zafar,,,,Xiphos,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ida,,Zulfiqar,,,,Seax,,,,,,,,,,,,,
