namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_construction_cruiser,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_escort_carrier,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_light_carrier,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_science_cruiser,sn_sponsored_colonizer,sn_striker_cruiser,sn_superdreadnought,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Nebetah,Nefertem,,,,,,,,,,,,,,,,,,Anhur's Fury,,,,,,,Anuke's Shield,Montu's Arrow,Denwen's Rage,,,,,Khentekhtai's Javelin,Shesmetet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nebetananash,Neheb,,,,,,,,,,,,,,,,,,Montu's Chariot,,,,,,,Apep's Fury,Sobek's Vigil,Khefthernebes's Chariot,,,,,Anhefta's Vigil,Shed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nebetimmunedjem,Nemtinakht,,,,,,,,,,,,,,,,,,Fist of Anubis,,,,,,,Nehebu-Kau's Fury,Dagger of Sobek,Aani's Fury,,,,,Khefthernebes's Spear,Heru-pa-kaut,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nebetiunet,Nesubanebdjedet,,,,,,,,,,,,,,,,,,Neith's Dagger,,,,,,,Besna's Fury,Blade of Set,Anat's Dagger,,,,,Anuke's Vigil,Mestȧ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nebetnehat,Netjeraperef,,,,,,,,,,,,,,,,,,Sekhmet's Dagger,,,,,,,Blood of Astarte,Selkis's Javelin,Fist of Ammit,,,,,Meretseger's Javelin,Iabet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nebettawy,Nikaure,,,,,,,,,,,,,,,,,,Blood of Amon-Ra,,,,,,,Am-heh's Javelin,Wrath of Anhur,Blood of Besna,,,,,Heryshaf's Chariot,Nebt-Shefshefet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nebty-tepites,Nisuheqet,,,,,,,,,,,,,,,,,,Set's Chariot,,,,,,,Ishtar's Vigil,Horus's Vigil,Dagger of Anat,,,,,Blade of Heptet,Menhit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nedjemmut,Pa-ankh-entef,,,,,,,,,,,,,,,,,,Montu's Fury,,,,,,,Blood of Shesmetet,Anhur's Khopesh,Heptet's Shield,,,,,Apesh's Rage,Esna,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferet,Pachomios,,,,,,,,,,,,,,,,,,Amon-Ra's Spear,,,,,,,Apep's Vigil,Blade of Aten,Anti's Spear,,,,,Astarte's Dagger,Hery-sha-duat,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferhetepes,Pahemnetjer,,,,,,,,,,,,,,,,,,Blood of Aten,,,,,,,Anat's Javelin,Wrath of Maahes,Hetepes-Sekhus's Shield,,,,,Am-heh's Dagger,Banebdjedet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferneferuaten,Pakhom,,,,,,,,,,,,,,,,,,Horus's Chariot,,,,,,,Seblumeker's Rage,Blade of Selkis,Asti's Arrow,,,,,Denwen's Vigil,Sait,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferneferure,Pamiu,,,,,,,,,,,,,,,,,,Wrath of Bastet,,,,,,,Heryshaf's Rage,Blood of Anubis,Reshep's Javelin,,,,,Fist of Ahti,Kherty,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferthenut,Panehesy,,,,,,,,,,,,,,,,,,Amon-Ra's Vigil,,,,,,,Wrath of Ishtar,Hetemit's Fury,Baal's Shield,,,,,Blood of Khentekhtai,Tenenet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nefertiabet,Panhsj,,,,,,,,,,,,,,,,,,Bastet's Spear,,,,,,,Wepwawet's Arrow,,Khesfu's Fury,,,,,Wepwawet's Shield,Pelican,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nefertkau,Paramesse,,,,,,,,,,,,,,,,,,Aten's Javelin,,,,,,,Shentayet's Spear,,Fist of Kebehut,,,,,Anhefta's Rage,Meskhenet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferu,Pareherwenemef,,,,,,,,,,,,,,,,,,Ra's Khopesh,,,,,,,Dagger of Wepset,,Shemat-Khu's Chariot,,,,,Am-heh's Chariot,Astarte,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferuaten,Pasebakhaenniut,,,,,,,,,,,,,,,,,,,,,,,,,Aani's Chariot,,Meretseger's Vigil,,,,,Am-heh's Khopesh,Wepwawet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferubity,Pashhur,,,,,,,,,,,,,,,,,,,,,,,,,Amu-Aa's Dagger,,Asti's Rage,,,,,Blood of Denwen,Ani,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferuptah,Pedubastis,,,,,,,,,,,,,,,,,,,,,,,,,Baal's Khopesh,,Shemat-Khu's Rage,,,,,Nehebu-Kau's Arrow,Arensnuphis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferure,Peduhor,,,,,,,,,,,,,,,,,,,,,,,,,Buchis's Dagger,,Wrath of Ammit,,,,,Am-heh's Vigil,Ta-Sent-Nefert,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neferusobek,Peftjauawybast,,,,,,,,,,,,,,,,,,,,,,,,,Reshep's Shield,,Apep's Rage,,,,,Ishtar's Dagger,Aati,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nefretiri,Pehen-ptah,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Pelican,,Anat's Vigil,,,,,Buchis's Chariot,Heka,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neithhotep,Pehernefer,,,,,,,,,,,,,,,,,,,,,,,,,Ishtar's Arrow,,Astarte's Arrow,,,,,Blade of Pelican,Hert-ketit-s,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nesitanebetashru,Perneb,,,,,,,,,,,,,,,,,,,,,,,,,Anhefta's Fury,,Shemat-Khu's Vigil,,,,,Anhefta's Spear,Usit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neskhons,Ptahhotep,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Hedetet,,Blade of Ishtar,,,,,Besna's Chariot,Ṭuamutef,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Netiqret,Ptahshepses,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Harmachis,,Besna's Javelin,,,,,Meretseger's Chariot,Qerhet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nimaathap,Ptahwer,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Anuke,,Apep's Spear,,,,,Dagger of Setcheh,Pihor,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nitocris,Rahotep,,,,,,,,,,,,,,,,,,,,,,,,,Blade of Apesh,,Setcheh's Khopesh,,,,,Wrath of Kebehut,Anat,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nofret,Ramses,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Nehebu-Kau,,Ammit's Javelin,,,,,Denwen's Fury,Gengen Wer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nofretete,Ramsis,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Besna,,Taweret's Dagger,,,,,Wepwawet's Rage,An-hetep-f,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubemhat,Ranefer,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Apesh,,Reshep's Khopesh,,,,,Khesfu's Spear,Serket,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubemiunu,Sahure,,,,,,,,,,,,,,,,,,,,,,,,,Serapis's Shield,,Asti's Chariot,,,,,Apesh's Dagger,Wenenu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubemweskhet,Sasobek,,,,,,,,,,,,,,,,,,,,,,,,,Pelican's Javelin,,Wrath of Anti,,,,,Harmachis's Fury,An-mut-f,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubhetepti,Seb,,,,,,,,,,,,,,,,,,,,,,,,,Apesh's Javelin,,Dagger of Kebehut,,,,,Astarte's Shield,Ptah-hotep,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubkhaes,Sebekemhab,,,,,,,,,,,,,,,,,,,,,,,,,Anuke's Dagger,,Apis's Rage,,,,,Khesfu's Arrow,Renpet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubkhesbed,Sekhemkare,,,,,,,,,,,,,,,,,,,,,,,,,Kebehut's Arrow,,Anhefta's Khopesh,,,,,Kebehut's Javelin,Ahti,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nubwenet,Sekhemrekhutawy,,,,,,,,,,,,,,,,,,,,,,,,,Setcheh's Rage,,Wrath of Denwen,,,,,Blood of Wepset,Nefertum,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Parerenpetnefer,Sekhemreshedwaset,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Apep,,Hedetet's Javelin,,,,,Setcheh's Spear,Tayt,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Patareshnes,Senbi,,,,,,,,,,,,,,,,,,,,,,,,,Blade of Baal,,Meretseger's Spear,,,,,Wrath of Khefthernebes,Shemat-Khu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Penebui,Senenmut,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Pelican,,Nehebu-Kau's Spear,,,,,Khefthernebes's Javelin,Ishtar,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Persenet,Sennefer,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Taweret,,Blade of Anuke,,,,,Blade of Khesfu,Matit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Peseshet,Senusret,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Heryshaf,,Wrath of Besna,,,,,Fist of Apep,Ba'alat Gebal,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ptahneferu,Setna,,,,,,,,,,,,,,,,,,,,,,,,,Harmachis's Khopesh,,Hedetet's Arrow,,,,,Pelican's Chariot,Heset,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pypuy,Setne,,,,,,,,,,,,,,,,,,,,,,,,,Taweret's Spear,,Khefthernebes's Fury,,,,,Ta-Bijet's Vigil,Temtith,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Qalhata,Shabaka,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Wepwawet,,Buchis's Vigil,,,,,Fist of Khesfu,Setcheh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rekhetre,Shepseskare,,,,,,,,,,,,,,,,,,,,,,,,,Astarte's Fury,,Reshep's Rage,,,,,Wrath of Mehen,Sed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Renesres,Siamun,,,,,,,,,,,,,,,,,,,,,,,,,Taweret's Khopesh,,Ammit's Spear,,,,,Ahti's Rage,Fa,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Renmet-setesh,Siharnedjheritef,,,,,,,,,,,,,,,,,,,,,,,,,Apep's Javelin,,Blade of Harmachis,,,,,Anhefta's Javelin,Nefer Hor,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Renpetnefer,Smenkhkare,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Baal,,Anat's Khopesh,,,,,Blood of Apep,Petbe,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Satiah,Sneferu,,,,,,,,,,,,,,,,,,,,,,,,,Seblumeker's Vigil,,Buchis's Fury,,,,,Fist of Anuke,Sepes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Satsobek,Sobekemsaf,,,,,,,,,,,,,,,,,,,,,,,,,Apesh's Vigil,,Fist of Besna,,,,,Dagger of Anuke,Ipy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sehener,Tao,,,,,,,,,,,,,,,,,,,,,,,,,Serket's Fury,,Fist of Anhefta,,,,,Baal's Javelin,Renenet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Semat,Tefnakht,,,,,,,,,,,,,,,,,,,,,,,,,Kebehut's Vigil,,Wrath of Wepset,,,,,Blade of Wepwawet,Harmachis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Senebhenas,Temhotep,,,,,,,,,,,,,,,,,,,,,,,,,Anat's Spear,,Hetepes-Sekhus's Chariot,,,,,Buchis's Shield,Apedemak,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Senebtisi,Teos,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Buchis,,Harmachis's Javelin,,,,,Ammit's Dagger,Dedun,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Seshemetka,Thamphthis,,,,,,,,,,,,,,,,,,,,,,,,,Shentayet's Chariot,,Harmachis's Shield,,,,,Shentayet's Rage,Anit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sesheset,Tutankhamun,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Khefthernebes,,Apep's Shield,,,,,Fist of Heryshaf,Sehith,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Setepenre,Tutankhaten,,,,,,,,,,,,,,,,,,,,,,,,,Hedetet's Spear,,Taweret's Rage,,,,,Amu-Aa's Vigil,Nebt-Khu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sha-amun-en-su,Tutu,,,,,,,,,,,,,,,,,,,,,,,,,Khentekhtai's Dagger,,Ta-Bijet's Fury,,,,,Wrath of Ta-Bijet,Amn,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shehiryotes,Usercherês,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Anhefta,,Wepset's Javelin,,,,,Meretseger's Rage,Qebui,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shepset-ipet,Userkare,,,,,,,,,,,,,,,,,,,,,,,,,Denwen's Javelin,,Mehen's Dagger,,,,,Apis's Shield,Female,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sheretnebty,Wadjenes,,,,,,,,,,,,,,,,,,,,,,,,,Serapis's Khopesh,,Ahti's Spear,,,,,Fist of Wepwawet,Am-heh,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sinuhe,Wadjitefni,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Serapis,,Kebehut's Shield,,,,,Mehen's Chariot,Apet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sitamun,,,,,,,,,,,,,,,,,,,,,,,,,,Hedetet's Khopesh,,Heryshaf's Arrow,,,,,Ta-Bijet's Javelin,Rekhit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sitdjehuti,,,,,,,,,,,,,,,,,,,,,,,,,,Astarte's Vigil,,Serket's Vigil,,,,,Apesh's Shield,Nakith,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sithathor,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Heptet,,Fist of Nehebu-Kau,,,,,Am-heh's Rage,Seker,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sithathoriunet,,,,,,,,,,,,,,,,,,,,,,,,,,Baal's Dagger,,Seblumeker's Dagger,,,,,Serket's Arrow,Seshat,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sitre,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Apis,,Khentekhtai's Chariot,,,,,Anti's Vigil,Naunet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sobekemsaf,,,,,,,,,,,,,,,,,,,,,,,,,,Blade of Setcheh,,Blood of Khesfu,,,,,Hedetet's Fury,Iah,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sobekneferu,,,,,,,,,,,,,,,,,,,,,,,,,,Serket's Javelin,,Blade of Shemat-Khu,,,,,Shesmetet's Fury,Ta-Bitjet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Takhat,,,,,,,,,,,,,,,,,,,,,,,,,,Setcheh's Dagger,,Serapis's Arrow,,,,,Fist of Shentayet,Hapy-Wet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tati,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Reshep,,Blade of Mehen,,,,,Harmachis's Chariot,Reshep,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tawret,,,,,,,,,,,,,,,,,,,,,,,,,,Hedetet's Dagger,,Fist of Ishtar,,,,,Anuke's Khopesh,Shehbui,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tentamun,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Serket,,Buchis's Javelin,,,,,Serket's Dagger,Mandulis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tiaa,,,,,,,,,,,,,,,,,,,,,,,,,,Wepset's Dagger,,Astarte's Spear,,,,,Blood of Taweret,Swenet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tia-Sitra,,,,,,,,,,,,,,,,,,,,,,,,,,Asti's Shield,,Wrath of Pelican,,,,,Buchis's Khopesh,Tafner,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tiye,,,,,,,,,,,,,,,,,,,,,,,,,,Pelican's Fury,,Mehen's Shield,,,,,Serapis's Rage,Khefthernebes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tjesraperet,,,,,,,,,,,,,,,,,,,,,,,,,,Khentekhtai's Spear,,Anuke's Fury,,,,,Heptet's Khopesh,Mehet-Weret,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tjuyu,,,,,,,,,,,,,,,,,,,,,,,,,,Wepset's Vigil,,Nehebu-Kau's Javelin,,,,,Apis's Spear,Tjenenyet,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tsillah,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Wepset,,Shemat-Khu's Spear,,,,,Shesmetet's Vigil,Ba-Pef,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tuya,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Apis,,Fist of Apis,,,,,Heryshaf's Dagger,Heneb,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tuya-Nebettawy,,,,,,,,,,,,,,,,,,,,,,,,,,Hedetet's Rage,,Heptet's Chariot,,,,,Asti's Spear,Sopd,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Twosret,,,,,,,,,,,,,,,,,,,,,,,,,,Dagger of Shentayet,,Shesmetet's Dagger,,,,,Khesfu's Khopesh,Harsomtus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Werenro,,,,,,,,,,,,,,,,,,,,,,,,,,Anhefta's Dagger,,Wrath of Apep,,,,,Wepwawet's Vigil,Iusaaset,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zathapy,,,,,,,,,,,,,,,,,,,,,,,,,,Shentayet's Dagger,,Anti's Rage,,,,,Harmachis's Spear,Rā-Ḥerakhty,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zatipy,,,,,,,,,,,,,,,,,,,,,,,,,,Shemat-Khu's Arrow,,Apep's Dagger,,,,,Anti's Chariot,Serapis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shentayet's Fury,,Aani's Spear,,,,,Am-heh's Shield,Bes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Serket,,Besna's Khopesh,,,,,Ahti's Khopesh,Denwen,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahti's Chariot,,Ahti's Arrow,,,,,Shemat-Khu's Khopesh,Khentekhtai,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti's Fury,,Wrath of Heptet,,,,,Reshep's Fury,Nehebu-Kau,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti's Dagger,,Blood of Wepwawet,,,,,Fist of Baal,Ḥapy,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Setcheh's Fury,,Anuke's Rage,,,,,Dagger of Ishtar,Sekhet-Metu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aani's Arrow,,Baal's Arrow,,,,,Ahti's Fury,Setem,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Seblumeker,,Denwen's Khopesh,,,,,Mehen's Spear,Hetepes-Sekhus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besna's Rage,,Wrath of Shesmetet,,,,,Hedetet's Chariot,Dionysus-Osiris,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aani's Vigil,,Hetepes-Sekhus's Arrow,,,,,Wrath of Buchis,Henkhisesui,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asti's Javelin,,Amu-Aa's Fury,,,,,Setcheh's Shield,Andjety,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hedetet's Shield,,Wrath of Anhefta,,,,,Blood of Serket,Qererti,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blade of Anti,,Nehebu-Kau's Khopesh,,,,,Baal's Vigil,Anti,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wepset's Spear,,Serket's Chariot,,,,,Wrath of Hetepes-Sekhus,Shezmu,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heptet's Arrow,,Reshep's Chariot,,,,,Dagger of Wepwawet,Khenti-Amenti,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ishtar's Rage,,Blade of Ammit,,,,,Anti's Khopesh,Ba,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anat's Rage,,Kebehut's Rage,,,,,Heptet's Fury,Seta-Ta,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Meretseger,,Hedetet's Vigil,,,,,Nehebu-Kau's Vigil,Amu-Aa,,,,,,,,,,,Menhit's Shield,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seblumeker's Spear,,Mehen's Fury,,,,,Shentayet's Arrow,Hardedef,,,,,,,,,,,Horus's Khopesh,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelican's Vigil,,Wrath of Reshep,,,,,Serket's Rage,Nebt-Ankhiu,,,,,,,,,,,Bastet's Fury,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shentayet's Javelin,,Dagger of Harmachis,,,,,Heptet's Spear,Kagemni,,,,,,,,,,,Menhit's Vigil,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buchis's Rage,,Asti's Dagger,,,,,Pelican's Arrow,Qebeḥsenuf,,,,,,,,,,,Anhur's Arrow,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reshep's Arrow,,Nehebu-Kau's Chariot,,,,,Seblumeker's Arrow,Mehen,,,,,,,,,,,Fist of Amon,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahti's Shield,,Blade of Anat,,,,,Blade of Serket,Themath,,,,,,,,,,,Blood of Sobek,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khefthernebes's Shield,,Blood of Shentayet,,,,,Kebehut's Spear,Kneph,,,,,,,,,,,Set's Vigil,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Anhefta,,Denwen's Arrow,,,,,Shentayet's Khopesh,Ken,,,,,,,,,,,Amon-Ra's Chariot,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besna's Dagger,,Nehebu-Kau's Rage,,,,,Ahti's Dagger,Buchis,,,,,,,,,,,Blade of Maahes,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am-heh's Spear,,Taweret's Chariot,,,,,Serapis's Fury,Apis,,,,,,,,,,,Bastet's Rage,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shesmetet's Shield,,Dagger of Seblumeker,,,,,Seblumeker's Chariot,Anuke,,,,,,,,,,,Bastet's Khopesh,,,,
