namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_strike_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Mutmetjennefer,Neferirkare,,,,,,,,,,,,,Tamiat,,,,,Maahes's Vigil,,,,,,Baal's Chariot,Amon-Ra's Spear,Heryshaf's Fury,,,,Fist of Anti,Sepṭu,,,,,,,,,Wrath of Ra,,Hor-Aha's Barque,
,,,,,,,,,,,,,,,,,,,,,,Mut-tuya,Neferkasokar,,,,,,,,,,,,,Rosetta,,,,,Dagger of Montu,,,,,,Mehen's Javelin,Sobek's Fury,Khesfu's Javelin,,,,Blood of Anti,Thmei,,,,,,,,,Wrath of Montu,,Breath of Senusret,
,,,,,,,,,,,,,,,,,,,,,,Nakhtmut,Nefermaat,,,,,,,,,,,,,,,,,,Osiris's Fury,,,,,,Anti's Javelin,Blood of Amon-Ra,Heptet's Vigil,,,,Serket's Spear,Temet,,,,,,,,,Wrath of Selkis,,Djedre's Barque,
,,,,,,,,,,,,,,,,,,,,,,Nakhtneith,Nefer-setekh,,,,,,,,,,,,,,,,,,Selkis's Vigil,,,,,,Khefthernebes's Vigil,Dagger of Maahes,Aani's Dagger,,,,Kebehut's Chariot,Taweret,,,,,,,,,Bastet's Javelin,,Khufu's Command,
,,,,,,,,,,,,,,,,,,,,,,Nebetah,Nefertem,,,,,,,,,,,,,,,,,,Blood of Sekhmet,,,,,,Anuke's Shield,Anubis's Shield,Denwen's Rage,,,,Khentekhtai's Javelin,Shesmetet,,,,,,,,,Horus's Vigil,,Will of Ra,
,,,,,,,,,,,,,,,,,,,,,,Nebetananash,Neheb,,,,,,,,,,,,,,,,,,Wrath of Selkis,,,,,,Apep's Fury,Set's Fury,Khefthernebes's Chariot,,,,Anhefta's Vigil,Shed,,,,,,,,,Blade of Amon-Ra,,Hetepheres's Barque,
,,,,,,,,,,,,,,,,,,,,,,Nebetimmunedjem,Nemtinakht,,,,,,,,,,,,,,,,,,Wrath of Anhur,,,,,,Nehebu-Kau's Fury,Osiris's Javelin,Aani's Fury,,,,Khefthernebes's Spear,Heru-pa-kaut,,,,,,,,,Anubis's Arrow,,Nephthys's Command,
,,,,,,,,,,,,,,,,,,,,,,Nebetiunet,Nesubanebdjedet,,,,,,,,,,,,,,,,,,Montu's Shield,,,,,,Besna's Fury,Osiris's Khopesh,Anat's Dagger,,,,Anuke's Vigil,Mestȧ,,,,,,,,,Amon's Shield,,Breath of Kagemni,
,,,,,,,,,,,,,,,,,,,,,,Nebetnehat,Netjeraperef,,,,,,,,,,,,,,,,,,Amon's Spear,,,,,,Blood of Astarte,Ra's Javelin,Fist of Ammit,,,,Meretseger's Javelin,Iabet,,,,,,,,,Amon-Ra's Shield,,Senusret's Steed,
,,,,,,,,,,,,,,,,,,,,,,Nebettawy,Nikaure,,,,,,,,,,,,,,,,,,Blade of Amon,,,,,,Am-heh's Javelin,Menhit's Javelin,Blood of Besna,,,,Heryshaf's Chariot,Nebt-Shefshefet,,,,,,,,,Aten's Arrow,,Neferirkare's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Nebty-tepites,Nisuheqet,,,,,,,,,,,,,,,,,,Horus's Vigil,,,,,,Ishtar's Vigil,Amon's Chariot,Dagger of Anat,,,,Blade of Heptet,Menhit,,,,,,,,,Amon-Ra's Rage,,Ra's Command,
,,,,,,,,,,,,,,,,,,,,,,Nedjemmut,Pa-ankh-entef,,,,,,,,,,,,,,,,,,Maahes's Chariot,,,,,,Blood of Shesmetet,Blood of Osiris,Heptet's Shield,,,,Apesh's Rage,Esna,,,,,,,,,Amon's Vigil,,Khafre's Steed,
,,,,,,,,,,,,,,,,,,,,,,Neferet,Pachomios,,,,,,,,,,,,,,,,,,Amon's Shield,,,,,,Apep's Vigil,Ra's Shield,Anti's Spear,,,,Astarte's Dagger,Hery-sha-duat,,,,,,,,,Montu's Arrow,,Breath of Ptahshepses,
,,,,,,,,,,,,,,,,,,,,,,Neferhetepes,Pahemnetjer,,,,,,,,,,,,,,,,,,Blade of Set,,,,,,Anat's Javelin,Blood of Sekhmet,Hetepes-Sekhus's Shield,,,,Am-heh's Dagger,Banebdjedet,,,,,,,,,Blade of Aten,,Isis's Barque,
,,,,,,,,,,,,,,,,,,,,,,Neferneferuaten,Pakhom,,,,,,,,,,,,,,,,,,Wrath of Bastet,,,,,,Seblumeker's Rage,Aten's Spear,Asti's Arrow,,,,Denwen's Vigil,Sait,,,,,,,,,Amon's Javelin,,Khentkaus's Steed,
,,,,,,,,,,,,,,,,,,,,,,Neferneferure,Pamiu,,,,,,,,,,,,,,,,,,Dagger of Selkis,,,,,,Heryshaf's Rage,Hetemit's Javelin,Reshep's Javelin,,,,Fist of Ahti,Kherty,,,,,,,,,Dagger of Set,,Khonsu's Barque,
,,,,,,,,,,,,,,,,,,,,,,Neferthenut,Panehesy,,,,,,,,,,,,,,,,,,Dagger of Hetemit,,,,,,Wrath of Ishtar,Wrath of Selkis,Baal's Shield,,,,Blood of Khentekhtai,Tenenet,,,,,,,,,Neith's Chariot,,Will of Isis,
,,,,,,,,,,,,,,,,,,,,,,Nefertiabet,Panhsj,,,,,,,,,,,,,,,,,,Ra's Spear,,,,,,Wepwawet's Arrow,Blade of Bastet,Khesfu's Fury,,,,Wepwawet's Shield,Pelican,,,,,,,,,Montu's Dagger,,Khonsu's Command,
,,,,,,,,,,,,,,,,,,,,,,Nefertkau,Paramesse,,,,,,,,,,,,,,,,,,Set's Javelin,,,,,,Shentayet's Spear,Anubis's Fury,Fist of Kebehut,,,,Anhefta's Rage,Meskhenet,,,,,,,,,Blood of Aten,,Senusret's Command,
,,,,,,,,,,,,,,,,,,,,,,Neferu,Pareherwenemef,,,,,,,,,,,,,,,,,,Hetemit's Javelin,,,,,,Dagger of Wepset,Fist of Ra,Shemat-Khu's Chariot,,,,Am-heh's Chariot,Astarte,,,,,,,,,Menhit's Fury,,Will of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Neferuaten,Pasebakhaenniut,,,,,,,,,,,,,,,,,,Montu's Khopesh,,,,,,Aani's Chariot,Set's Javelin,Meretseger's Vigil,,,,Am-heh's Khopesh,Wepwawet,,,,,,,,,Osiris's Javelin,,Voice of Apep,
,,,,,,,,,,,,,,,,,,,,,,Neferubity,Pashhur,,,,,,,,,,,,,,,,,,Fist of Sobek,,,,,,Amu-Aa's Dagger,Neith's Khopesh,Asti's Rage,,,,Blood of Denwen,Ani,,,,,,,,,Hetemit's Shield,,Neferefre's Barque,
,,,,,,,,,,,,,,,,,,,,,,Neferuptah,Pedubastis,,,,,,,,,,,,,,,,,,Sobek's Khopesh,,,,,,Baal's Khopesh,Montu's Rage,Shemat-Khu's Rage,,,,Nehebu-Kau's Arrow,Arensnuphis,,,,,,,,,Anhur's Khopesh,,Hetepheres's Steed,
,,,,,,,,,,,,,,,,,,,,,,Neferure,Peduhor,,,,,,,,,,,,,,,,,,Amon-Ra's Vigil,,,,,,Buchis's Dagger,Sekhmet's Vigil,Wrath of Ammit,,,,Am-heh's Vigil,Ta-Sent-Nefert,,,,,,,,,Selkis's Spear,,Word of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Neferusobek,Peftjauawybast,,,,,,,,,,,,,,,,,,Anubis's Rage,,,,,,Reshep's Shield,Horus's Vigil,Apep's Rage,,,,Ishtar's Dagger,Aati,,,,,,,,,Bastet's Arrow,,Ptahshepses's Steed,
,,,,,,,,,,,,,,,,,,,,,,Nefretiri,Pehen-ptah,,,,,,,,,,,,,,,,,,Aten's Dagger,,,,,,Fist of Pelican,Bastet's Arrow,Anat's Vigil,,,,Buchis's Chariot,Heka,,,,,,,,,Montu's Rage,,Neferirkare's Steed,
,,,,,,,,,,,,,,,,,,,,,,Neithhotep,Pehernefer,,,,,,,,,,,,,,,,,,Bastet's Dagger,,,,,,Ishtar's Arrow,Sekhmet's Chariot,Astarte's Arrow,,,,Blade of Pelican,Hert-ketit-s,,,,,,,,,Blood of Selkis,,Spirit of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Nesitanebetashru,Perneb,,,,,,,,,,,,,,,,,,Bastet's Arrow,,,,,,Anhefta's Fury,Aten's Dagger,Shemat-Khu's Vigil,,,,Anhefta's Spear,Usit,,,,,,,,,Osiris's Chariot,,Hor-Aha's Command,
,,,,,,,,,,,,,,,,,,,,,,Neskhons,Ptahhotep,,,,,,,,,,,,,,,,,,Fist of Anhur,,,,,,Wrath of Hedetet,Anubis's Dagger,Blade of Ishtar,,,,Besna's Chariot,Ṭuamutef,,,,,,,,,Osiris's Dagger,,Mahen's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Netiqret,Ptahshepses,,,,,,,,,,,,,,,,,,Sobek's Javelin,,,,,,Fist of Harmachis,Dagger of Aten,Besna's Javelin,,,,Meretseger's Chariot,Qerhet,,,,,,,,,Montu's Fury,,Will of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,Nimaathap,Ptahwer,,,,,,,,,,,,,,,,,,Fist of Amon-Ra,,,,,,Wrath of Anuke,Dagger of Sobek,Apep's Spear,,,,Dagger of Setcheh,Pihor,,,,,,,,,Neith's Dagger,,Neferirkare's Command,
,,,,,,,,,,,,,,,,,,,,,,Nitocris,Rahotep,,,,,,,,,,,,,,,,,,Amon's Javelin,,,,,,Blade of Apesh,Bastet's Shield,Setcheh's Khopesh,,,,Wrath of Kebehut,Anat,,,,,,,,,Blood of Amon,,Breath of Ra,
,,,,,,,,,,,,,,,,,,,,,,Nofret,Ramses,,,,,,,,,,,,,,,,,,Ra's Chariot,,,,,,Blood of Nehebu-Kau,Amon's Vigil,Ammit's Javelin,,,,Denwen's Fury,Gengen Wer,,,,,,,,,Selkis's Chariot,,Will of Den,
,,,,,,,,,,,,,,,,,,,,,,Nofretete,Ramsis,,,,,,,,,,,,,,,,,,Horus's Rage,,,,,,Dagger of Besna,Menhit's Khopesh,Taweret's Dagger,,,,Wepwawet's Rage,An-hetep-f,,,,,,,,,Blade of Hetemit,,Horus's Steed,
,,,,,,,,,,,,,,,,,,,,,,Nubemhat,Ranefer,,,,,,,,,,,,,,,,,,Blood of Anhur,,,,,,Wrath of Apesh,Blade of Selkis,Reshep's Khopesh,,,,Khesfu's Spear,Serket,,,,,,,,,Set's Khopesh,,Voice of Ra,
,,,,,,,,,,,,,,,,,,,,,,Nubemiunu,Sahure,,,,,,,,,,,,,,,,,,Maahes's Khopesh,,,,,,Serapis's Shield,Ra's Spear,Asti's Chariot,,,,Apesh's Dagger,Wenenu,,,,,,,,,Selkis's Vigil,,Will of Horus,
,,,,,,,,,,,,,,,,,,,,,,Nubemweskhet,Sasobek,,,,,,,,,,,,,,,,,,Fist of Horus,,,,,,Pelican's Javelin,Set's Rage,Wrath of Anti,,,,Harmachis's Fury,An-mut-f,,,,,,,,,Neith's Khopesh,,Spirit of Khentkaus,
,,,,,,,,,,,,,,,,,,,,,,Nubhetepti,Seb,,,,,,,,,,,,,,,,,,Blade of Hetemit,,,,,,Apesh's Javelin,Wrath of Montu,Dagger of Kebehut,,,,Astarte's Shield,Ptah-hotep,,,,,,,,,Blade of Amon,,Spirit of Djedre,
,,,,,,,,,,,,,,,,,,,,,,Nubkhaes,Sebekemhab,,,,,,,,,,,,,,,,,,Menhit's Khopesh,,,,,,Anuke's Dagger,Fist of Amon-Ra,Apis's Rage,,,,Khesfu's Arrow,Renpet,,,,,,,,,Blood of Anubis,,Ra's Barque,
,,,,,,,,,,,,,,,,,,,,,,Nubkhesbed,Sekhemkare,,,,,,,,,,,,,,,,,,Selkis's Shield,,,,,,Kebehut's Arrow,Selkis's Javelin,Anhefta's Khopesh,,,,Kebehut's Javelin,Ahti,,,,,,,,,Sekhmet's Chariot,,Nephthys's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Nubwenet,Sekhemrekhutawy,,,,,,,,,,,,,,,,,,Wrath of Anubis,,,,,,Setcheh's Rage,Fist of Anhur,Wrath of Denwen,,,,Blood of Wepset,Nefertum,,,,,,,,,Hetemit's Javelin,,Word of Isis,
,,,,,,,,,,,,,,,,,,,,,,Parerenpetnefer,Sekhemreshedwaset,,,,,,,,,,,,,,,,,,Montu's Vigil,,,,,,Dagger of Apep,Sekhmet's Spear,Hedetet's Javelin,,,,Setcheh's Spear,Tayt,,,,,,,,,Sekhmet's Javelin,,Nephthys's Steed,
,,,,,,,,,,,,,,,,,,,,,,Patareshnes,Senbi,,,,,,,,,,,,,,,,,,Sobek's Vigil,,,,,,Blade of Baal,Amon's Spear,Meretseger's Spear,,,,Wrath of Khefthernebes,Shemat-Khu,,,,,,,,,Blade of Horus,,Voice of Isis,
,,,,,,,,,,,,,,,,,,,,,,Penebui,Senenmut,,,,,,,,,,,,,,,,,,Dagger of Sobek,,,,,,Blood of Pelican,Horus's Chariot,Nehebu-Kau's Spear,,,,Khefthernebes's Javelin,Ishtar,,,,,,,,,Sekhmet's Fury,,Spirit of Osiris,
,,,,,,,,,,,,,,,,,,,,,,Persenet,Sennefer,,,,,,,,,,,,,,,,,,Fist of Osiris,,,,,,Dagger of Taweret,Sobek's Arrow,Blade of Anuke,,,,Blade of Khesfu,Matit,,,,,,,,,Amon-Ra's Vigil,,Breath of Neferefre,
,,,,,,,,,,,,,,,,,,,,,,Peseshet,Senusret,,,,,,,,,,,,,,,,,,Amon-Ra's Shield,,,,,,Wrath of Heryshaf,Neith's Dagger,Wrath of Besna,,,,Fist of Apep,Ba'alat Gebal,,,,,,,,,Maahes's Vigil,,Spirit of Horus,
,,,,,,,,,,,,,,,,,,,,,,Ptahneferu,Setna,,,,,,,,,,,,,,,,,,Blade of Horus,,,,,,Harmachis's Khopesh,Blood of Aten,Hedetet's Arrow,,,,Pelican's Chariot,Heset,,,,,,,,,Fist of Montu,,Osiris's Steed,
,,,,,,,,,,,,,,,,,,,,,,Pypuy,Setne,,,,,,,,,,,,,,,,,,Osiris's Rage,,,,,,Taweret's Spear,Sobek's Javelin,Khefthernebes's Fury,,,,Ta-Bijet's Vigil,Temtith,,,,,,,,,Aten's Spear,,Apep's Barque,
,,,,,,,,,,,,,,,,,,,,,,Qalhata,Shabaka,,,,,,,,,,,,,,,,,,Osiris's Arrow,,,,,,Wrath of Wepwawet,Montu's Chariot,Buchis's Vigil,,,,Fist of Khesfu,Setcheh,,,,,,,,,Ra's Spear,,Khufu's Steed,
,,,,,,,,,,,,,,,,,,,,,,Rekhetre,Shepseskare,,,,,,,,,,,,,,,,,,Amon-Ra's Spear,,,,,,Astarte's Fury,Dagger of Amon,Reshep's Rage,,,,Wrath of Mehen,Sed,,,,,,,,,Maahes's Fury,,Will of Nephthys,
,,,,,,,,,,,,,,,,,,,,,,Renesres,Siamun,,,,,,,,,,,,,,,,,,Osiris's Shield,,,,,,Taweret's Khopesh,Anubis's Rage,Ammit's Spear,,,,Ahti's Rage,Fa,,,,,,,,,Aten's Javelin,,Word of Horus,
,,,,,,,,,,,,,,,,,,,,,,Renmet-setesh,Siharnedjheritef,,,,,,,,,,,,,,,,,,Fist of Bastet,,,,,,Apep's Javelin,Bastet's Spear,Blade of Harmachis,,,,Anhefta's Javelin,Nefer Hor,,,,,,,,,Fist of Anhur,,Breath of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,Renpetnefer,Smenkhkare,,,,,,,,,,,,,,,,,,Maahes's Rage,,,,,,Wrath of Baal,Neith's Chariot,Anat's Khopesh,,,,Blood of Apep,Petbe,,,,,,,,,Fist of Anubis,,Isis's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Satiah,Sneferu,,,,,,,,,,,,,,,,,,Montu's Spear,,,,,,Seblumeker's Vigil,Amon-Ra's Javelin,Buchis's Fury,,,,Fist of Anuke,Sepes,,,,,,,,,Amon-Ra's Spear,,Mahen's Command,
,,,,,,,,,,,,,,,,,,,,,,Satsobek,Sobekemsaf,,,,,,,,,,,,,,,,,,Neith's Dagger,,,,,,Apesh's Vigil,Osiris's Chariot,Fist of Besna,,,,Dagger of Anuke,Ipy,,,,,,,,,Anubis's Shield,,Djedre's Steed,
,,,,,,,,,,,,,,,,,,,,,,Sehener,Tao,,,,,,,,,,,,,,,,,,Dagger of Amon,,,,,,Serket's Fury,Fist of Horus,Fist of Anhefta,,,,Baal's Javelin,Renenet,,,,,,,,,Amon's Spear,,Will of Hor-Aha,
,,,,,,,,,,,,,,,,,,,,,,Semat,Tefnakht,,,,,,,,,,,,,,,,,,Amon-Ra's Rage,,,,,,Kebehut's Vigil,Fist of Sobek,Wrath of Wepset,,,,Blade of Wepwawet,Harmachis,,,,,,,,,Amon-Ra's Javelin,,Breath of Isis,
,,,,,,,,,,,,,,,,,,,,,,Senebhenas,Temhotep,,,,,,,,,,,,,,,,,,Anubis's Arrow,,,,,,Anat's Spear,Sekhmet's Fury,Hetepes-Sekhus's Chariot,,,,Buchis's Shield,Apedemak,,,,,,,,,Neith's Shield,,Will of Djedre,
,,,,,,,,,,,,,,,,,,,,,,Senebtisi,Teos,,,,,,,,,,,,,,,,,,Blade of Selkis,,,,,,Dagger of Buchis,Dagger of Osiris,Harmachis's Javelin,,,,Ammit's Dagger,Dedun,,,,,,,,,Amon's Khopesh,,Voice of Nyuserre Ini,
,,,,,,,,,,,,,,,,,,,,,,Seshemetka,Thamphthis,,,,,,,,,,,,,,,,,,Hetemit's Shield,,,,,,Shentayet's Chariot,Montu's Shield,Harmachis's Shield,,,,Shentayet's Rage,Anit,,,,,,,,,Fist of Sekhmet,,Hetepheres's Command,
,,,,,,,,,,,,,,,,,,,,,,Sesheset,Tutankhamun,,,,,,,,,,,,,,,,,,Maahes's Fury,,,,,,Dagger of Khefthernebes,Blade of Aten,Apep's Shield,,,,Fist of Heryshaf,Sehith,,,,,,,,,Sobek's Arrow,,Apep's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Setepenre,Tutankhaten,,,,,,,,,,,,,,,,,,Blade of Sobek,,,,,,Hedetet's Spear,Montu's Khopesh,Taweret's Rage,,,,Amu-Aa's Vigil,Nebt-Khu,,,,,,,,,Sekhmet's Vigil,,Breath of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Sha-amun-en-su,Tutu,,,,,,,,,,,,,,,,,,Amon's Arrow,,,,,,Khentekhtai's Dagger,Anhur's Rage,Ta-Bijet's Fury,,,,Wrath of Ta-Bijet,Amn,,,,,,,,,Blood of Menhit,,Breath of Nyuserre Ini,
,,,,,,,,,,,,,,,,,,,,,,Shehiryotes,Usercherês,,,,,,,,,,,,,,,,,,Amon's Vigil,,,,,,Dagger of Anhefta,Wrath of Ra,Wepset's Javelin,,,,Meretseger's Rage,Qebui,,,,,,,,,Sekhmet's Dagger,,Nyuserre Ini's Steed,
,,,,,,,,,,,,,,,,,,,,,,Shepset-ipet,Userkare,,,,,,,,,,,,,,,,,,Blood of Osiris,,,,,,Denwen's Javelin,Selkis's Spear,Mehen's Dagger,,,,Apis's Shield,Female,,,,,,,,,Wrath of Maahes,,Breath of Osiris,
,,,,,,,,,,,,,,,,,,,,,,Sheretnebty,Wadjenes,,,,,,,,,,,,,,,,,,Ra's Fury,,,,,,Serapis's Khopesh,Dagger of Bastet,Ahti's Spear,,,,Fist of Wepwawet,Am-heh,,,,,,,,,Neith's Spear,,Khentkaus's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Sinuhe,Wadjitefni,,,,,,,,,,,,,,,,,,Anubis's Dagger,,,,,,Dagger of Serapis,Amon's Khopesh,Kebehut's Shield,,,,Mehen's Chariot,Apet,,,,,,,,,Osiris's Arrow,,Spirit of Apep,
,,,,,,,,,,,,,,,,,,,,,,Sitamun,,,,,,,,,,,,,,,,,,,Anhur's Vigil,,,,,,Hedetet's Khopesh,Aten's Khopesh,Heryshaf's Arrow,,,,Ta-Bijet's Javelin,Rekhit,,,,,,,,,Selkis's Shield,,Word of Mahen,
,,,,,,,,,,,,,,,,,,,,,,Sitdjehuti,,,,,,,,,,,,,,,,,,,Amon's Fury,,,,,,Astarte's Vigil,Neith's Arrow,Serket's Vigil,,,,Apesh's Shield,Nakith,,,,,,,,,Dagger of Aten,,Neferefre's Steed,
,,,,,,,,,,,,,,,,,,,,,,Sithathor,,,,,,,,,,,,,,,,,,,Dagger of Maahes,,,,,,Dagger of Heptet,Sobek's Vigil,Fist of Nehebu-Kau,,,,Am-heh's Rage,Seker,,,,,,,,,Horus's Rage,,Breath of Khentkaus,
,,,,,,,,,,,,,,,,,,,,,,Sithathoriunet,,,,,,,,,,,,,,,,,,,Sekhmet's Javelin,,,,,,Baal's Dagger,Montu's Arrow,Seblumeker's Dagger,,,,Serket's Arrow,Seshat,,,,,,,,,Blade of Selkis,,Word of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Sitre,,,,,,,,,,,,,,,,,,,Montu's Dagger,,,,,,Blood of Apis,Wrath of Anhur,Khentekhtai's Chariot,,,,Anti's Vigil,Naunet,,,,,,,,,Fist of Sobek,,Khonsu's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Sobekemsaf,,,,,,,,,,,,,,,,,,,Sekhmet's Spear,,,,,,Blade of Setcheh,Fist of Anubis,Blood of Khesfu,,,,Hedetet's Fury,Iah,,,,,,,,,Aten's Vigil,,Breath of Den,
,,,,,,,,,,,,,,,,,,,,,,Sobekneferu,,,,,,,,,,,,,,,,,,,Fist of Selkis,,,,,,Serket's Javelin,Maahes's Khopesh,Blade of Shemat-Khu,,,,Shesmetet's Fury,Ta-Bitjet,,,,,,,,,Aten's Khopesh,,Will of Khafre,
,,,,,,,,,,,,,,,,,,,,,,Takhat,,,,,,,,,,,,,,,,,,,Aten's Shield,,,,,,Setcheh's Dagger,Blood of Menhit,Serapis's Arrow,,,,Fist of Shentayet,Hapy-Wet,,,,,,,,,Fist of Bastet,,Horus's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Tati,,,,,,,,,,,,,,,,,,,Neith's Arrow,,,,,,Blood of Reshep,Menhit's Spear,Blade of Mehen,,,,Harmachis's Chariot,Reshep,,,,,,,,,Horus's Arrow,,Khafre's Barque,
,,,,,,,,,,,,,,,,,,,,,,Tawret,,,,,,,,,,,,,,,,,,,Aten's Vigil,,,,,,Hedetet's Dagger,Wrath of Maahes,Fist of Ishtar,,,,Anuke's Khopesh,Shehbui,,,,,,,,,Sobek's Khopesh,,Breath of Neferirkare,
,,,,,,,,,,,,,,,,,,,,,,Tentamun,,,,,,,,,,,,,,,,,,,Aten's Arrow,,,,,,Wrath of Serket,Blood of Horus,Buchis's Javelin,,,,Serket's Dagger,Mandulis,,,,,,,,,Horus's Shield,,Den's Steed,
,,,,,,,,,,,,,,,,,,,,,,Tiaa,,,,,,,,,,,,,,,,,,,Fist of Sekhmet,,,,,,Wepset's Dagger,Blade of Ra,Astarte's Spear,,,,Blood of Taweret,Swenet,,,,,,,,,Amon-Ra's Dagger,,Horus's Command,
,,,,,,,,,,,,,,,,,,,,,,Tia-Sitra,,,,,,,,,,,,,,,,,,,Maahes's Javelin,,,,,,Asti's Shield,Horus's Rage,Wrath of Pelican,,,,Buchis's Khopesh,Tafner,,,,,,,,,Fist of Horus,,Ptahshepses's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Tiye,,,,,,,,,,,,,,,,,,,Menhit's Chariot,,,,,,Pelican's Fury,Wrath of Amon-Ra,Mehen's Shield,,,,Serapis's Rage,Khefthernebes,,,,,,,,,Fist of Amon-Ra,,Will of Apep,
,,,,,,,,,,,,,,,,,,,,,,Tjesraperet,,,,,,,,,,,,,,,,,,,Sekhmet's Vigil,,,,,,Khentekhtai's Spear,Amon-Ra's Vigil,Anuke's Fury,,,,Heptet's Khopesh,Mehet-Weret,,,,,,,,,Ra's Shield,,Word of Hor-Aha,
,,,,,,,,,,,,,,,,,,,,,,Tjuyu,,,,,,,,,,,,,,,,,,,Sobek's Fury,,,,,,Wepset's Vigil,Montu's Vigil,Nehebu-Kau's Javelin,,,,Apis's Spear,Tjenenyet,,,,,,,,,Dagger of Montu,,Breath of Hetepheres,
,,,,,,,,,,,,,,,,,,,,,,Tsillah,,,,,,,,,,,,,,,,,,,Maahes's Dagger,,,,,,Dagger of Wepset,Horus's Shield,Shemat-Khu's Spear,,,,Shesmetet's Vigil,Ba-Pef,,,,,,,,,Osiris's Shield,,Khentkaus's Command,
,,,,,,,,,,,,,,,,,,,,,,Tuya,,,,,,,,,,,,,,,,,,,Fist of Aten,,,,,,Dagger of Apis,Amon-Ra's Shield,Fist of Apis,,,,Heryshaf's Dagger,Heneb,,,,,,,,,Aten's Dagger,,Breath of Nephthys,
,,,,,,,,,,,,,,,,,,,,,,Tuya-Nebettawy,,,,,,,,,,,,,,,,,,,Wrath of Amon-Ra,,,,,,Hedetet's Rage,Set's Khopesh,Heptet's Chariot,,,,Asti's Spear,Sopd,,,,,,,,,Fist of Ra,,Word of Senusret,
,,,,,,,,,,,,,,,,,,,,,,Twosret,,,,,,,,,,,,,,,,,,,Osiris's Chariot,,,,,,Dagger of Shentayet,Horus's Spear,Shesmetet's Dagger,,,,Khesfu's Khopesh,Harsomtus,,,,,,,,,Amon's Arrow,,Word of Nephthys,
,,,,,,,,,,,,,,,,,,,,,,Werenro,,,,,,,,,,,,,,,,,,,Bastet's Javelin,,,,,,Anhefta's Dagger,Selkis's Shield,Wrath of Apep,,,,Wepwawet's Vigil,Iusaaset,,,,,,,,,Osiris's Rage,,Word of Khonsu,
,,,,,,,,,,,,,,,,,,,,,,Zathapy,,,,,,,,,,,,,,,,,,,Blade of Neith,,,,,,Shentayet's Dagger,Dagger of Selkis,Anti's Rage,,,,Harmachis's Spear,Rā-Ḥerakhty,,,,,,,,,Set's Chariot,,Nyuserre Ini's Chariot,
,,,,,,,,,,,,,,,,,,,,,,Zatipy,,,,,,,,,,,,,,,,,,,Dagger of Neith,,,,,,Shemat-Khu's Arrow,Sekhmet's Dagger,Apep's Dagger,,,,Anti's Chariot,Serapis,,,,,,,,,Dagger of Osiris,,Will of Hetepheres,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blood of Anubis,,,,,,Shentayet's Fury,Horus's Fury,Aani's Spear,,,,Am-heh's Shield,Bes,,,,,,,,,Menhit's Spear,,Osiris's Chariot,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sobek's Shield,,,,,,Fist of Serket,Aten's Arrow,Besna's Khopesh,,,,Ahti's Khopesh,Denwen,,,,,,,,,Hetemit's Spear,,Djedre's Chariot,
