namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_construction_cruiser,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_escort_carrier,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_light_carrier,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_science_cruiser,sn_sponsored_colonizer,sn_striker_cruiser,sn_superdreadnought,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Olga,Simon,,,,Nunez,,,,,,,,,,,,,,Harville,,,,,,,Skyhawk,,Leander,,Montgomery,,,Tornado,,,,,,,,,,,,Houghton,,,,
,,,,,,,,,,,,,,,,,,,,,,Patricia,Tadeo,,,,Ochoa,,,,,,,,,,,,,,Hummel,,,,,,,Astute,,Hornet,,Spruance,,,Viking,,,,,,,,,,,,Tedder,,,,
,,,,,,,,,,,,,,,,,,,,,,Paulina,Thomas,,,,Olivas,,,,,,,,,,,,,,Perry,,,,,,,Talon,,Lightning,,Ramsay,,,Predator,,,,,,,,,,,,Goransson,,,,
,,,,,,,,,,,,,,,,,,,,,,Paz,Timoteo,,,,Olmedo,,,,,,,,,,,,,,Shalikashvili,,,,,,,Chinook,,America,,Rice,,,Amazonas,,,,,,,,,,,,Henault,,,,
,,,,,,,,,,,,,,,,,,,,,,Raquel,Tobias,,,,Ortega,,,,,,,,,,,,,,Joulwan,,,,,,,Cyclone,,Talwar,,Vance,,,Reaper,,,,,,,,,,,,Naumann,,,,
,,,,,,,,,,,,,,,,,,,,,,Renata,Tomas,,,,Ortiz,,,,,,,,,,,,,,Ralston,,,,,,,Thunderbolt,,Raptor,,Costilla,,,Galaxy,,,,,,,,,,,,Rommel,,,,
,,,,,,,,,,,,,,,,,,,,,,Rosalba,Tony,,,,Osorio,,,,,,,,,,,,,,Clark,,,,,,,Marauder,,Vulcan,,Bingham,,,Talwar,,,,,,,,,,,,Hemingway,,,,
,,,,,,,,,,,,,,,,,,,,,,Rosario,Ulises,,,,Pacheco,,,,,,,,,,,,,,Jones,,,,,,,Galaxy,,Koln,,Van den Burg,,,Marauder,,,,,,,,,,,,Jones,,,,
,,,,,,,,,,,,,,,,,,,,,,Rosita,Victor,,,,Padilla,,,,,,,,,,,,,,Rokke,,,,,,,Skytrain,,He 162,,Demers,,,Warthog,,,,,,,,,,,,Cunningham,,,,
,,,,,,,,,,,,,,,,,,,,,,Sara,Vinicio,,,,Palacios,,,,,,,,,,,,,,Craddock,,,,,,,Sabre,,Tucano,,Scowcroft,,,Lightning,,,,,,,,,,,,Norstad,,,,
,,,,,,,,,,,,,,,,,,,,,,Selena,Xavier,,,,Paredes,,,,,,,,,,,,,,Sheppard,,,,,,,Defiant,,Collins,,Ridgway,,,Hawk,,,,,,,,,,,,Haig,,,,
,,,,,,,,,,,,,,,,,,,,,,Silvana,Yahir,,,,Parra,,,,,,,,,,,,,,Luns,,,,,,,Mirage,,Eagle,,Shearer,,,Stratotanker,,,,,,,,,,,,Stavridis,,,,
,,,,,,,,,,,,,,,,,,,,,,Solange,Yago,,,,Pena,,,,,,,,,,,,,,Haig,,,,,,,Typhoon,,Dauphin,,Miranda,,,River,,,,,,,,,,,,Scowcroft,,,,
,,,,,,,,,,,,,,,,,,,,,,Susana,Yeray,,,,Perez,,,,,,,,,,,,,,Powell,,,,,,,Tempest,,Resolution,,Clark,,,Aardvark,,,,,,,,,,,,Rogers,,,,
,,,,,,,,,,,,,,,,,,,,,,Tania,Yon,,,,Ramirez,,,,,,,,,,,,,,Jones,,,,,,,Canberra,,Falcon,,York,,,Absalon,,,,,,,,,,,,Bortoluzzi,,,,
,,,,,,,,,,,,,,,,,,,,,,Tatiana,Yuri,,,,Rangel,,,,,,,,,,,,,,Galvin,,,,,,,Gabya,,Mustang,,Hale,,,Spitfire,,,,,,,,,,,,Petraeus,,,,
,,,,,,,,,,,,,,,,,,,,,,Valeria,Zacarias,,,,Reyes,,,,,,,,,,,,,,Rogers,,,,,,,Lysander,,Super Etendard,,Bolivar,,,Broadsword,,,,,,,,,,,,Richards,,,,
,,,,,,,,,,,,,,,,,,,,,,Vanessa,Zenon,,,,Rios,,,,,,,,,,,,,,Lemnitzer,,,,,,,Gladiator,,Shooting,,Bouchard,,,Superfortress,,,,,,,,,,,,Beatty,,,,
,,,,,,,,,,,,,,,,,,,,,,Vera,Zeus,,,,Rivera,,,,,,,,,,,,,,Norstad,,,,,,,Blackhawk,,Ada-class,,Tedder,,,Kingcobra,,,,,,,,,,,,McCrae,,,,
,,,,,,,,,,,,,,,,,,,,,,Victoria,Zoran,,,,Robles,,,,,,,,,,,,,,Eisenhower,,,,,,,Zumwalt,,D'Estienne d'Orves,,Beatty,,,Gnat,,,,,,,,,,,,Carver,,,,
,,,,,,,,,,,,,,,,,,,,,,Viviana,Zuriel,,,,Rodriguez,,,,,,,,,,,,,,Ridgway,,,,,,,Ar 234,,Phantom,,Hart,,,Apache,,,,,,,,,,,,Clark,,,,
,,,,,,,,,,,,,,,,,,,,,,Ximena,Zygmunt,,,,Rojas,,,,,,,,,,,,,,Bradley,,,,,,,Mistral,,Aardvark,,Bortoluzzi,,,Nimrod,,,,,,,,,,,,Giambastiani,,,,
,,,,,,,,,,,,,,,,,,,,,,Shania,Derrick,,,,Romero,,,,,,,,,,,,,,Montgomery,,,,,,,Oliver Hazard Perry,,Sabre,,Wolters,,,Blackhawk,,,,,,,,,,,,Shalikashvili,,,,
,,,,,,,,,,,,,,,,,,,,,,Tara,Chris,,,,Anderson,,,,,,,,,,,,,,Wilson,,,,,,,Eagle,,Blackbird,,Mattis,,,Eagle,,,,,,,,,,,,Foggo,,,,
,,,,,,,,,,,,,,,,,,,,,,Teresa,Qasim,,,,Brown,,,,,,,,,,,,,,Slessor,,,,,,,Globemaster,,Invader,,Pavel,,,Black Hawk,,,,,,,,,,,,Wake-Walker,,,,
,,,,,,,,,,,,,,,,,,,,,,Leshawn,Terrence,,,,Carlson,,,,,,,,,,,,,,Tedder,,,,,,,Banshee,,Nimrod,,van Uhm,,,Blackhawk,,,,,,,,,,,,Jones,,,,
,,,,,,,,,,,,,,,,,,,,,,Lulu,Adahy,,,,Clark,,,,,,,,,,,,,,Ramsay,,,,,,,Sachsen-Anhalt,,Super Sabre,,Ritchie,,,Corsair,,,,,,,,,,,,Pavel,,,,
,,,,,,,,,,,,,,,,,,,,,,Michiko,Christopher,,,,Davies,,,,,,,,,,,,,,Cunningham,,,,,,,Hamburg,,Tigershark,,Nimitz,,,Dragonfly,,,,,,,,,,,,Allen,,,,
,,,,,,,,,,,,,,,,,,,,,,Beyoncé,Felix,,,,Davis,,,,,,,,,,,,,,Brooke,,,,,,,Ar 234,,Virginia,,Sheppard,,,Tempest,,,,,,,,,,,,Smith,,,,
,,,,,,,,,,,,,,,,,,,,,,Asuka,Pratik,,,,Evans,,,,,,,,,,,,,,Leigh-Mallory,,,,,,,Visby,,Vanguard,,Bader,,,Draken,,,,,,,,,,,,Eisenhower,,,,
,,,,,,,,,,,,,,,,,,,,,,Zara,Elijah,,,,Fischer,,,,,,,,,,,,,,Portal,,,,,,,Nimrod,,Carrasco,,Rokke,,,Kingcobra,,,,,,,,,,,,Horton,,,,
,,,,,,,,,,,,,,,,,,,,,,Shahrazad,Paul,,,,Green,,,,,,,,,,,,,,Pound,,,,,,,Blackhawk,,Seahawk,,Sklenka,,,Typhoon,,,,,,,,,,,,Jellicoe,,,,
,,,,,,,,,,,,,,,,,,,,,,Dakota,Maurice,,,,Hall,,,,,,,,,,,,,,Somerville,,,,,,,Mustang,,Almirante Lynch,,Brooke-Popham,,,Valiant,,,,,,,,,,,,Mountbatten,,,,
,,,,,,,,,,,,,,,,,,,,,,Aditi,Kasa,,,,Harris,,,,,,,,,,,,,,Tovey,,,,,,,Lightning,,Havoc,,Fraser,,,Shooting Star,,,,,,,,,,,,Jones,,,,
,,,,,,,,,,,,,,,,,,,,,,Kiana,Minal,,,,Jackson,,,,,,,,,,,,,,Fraser,,,,,,,Hellcat,,Bearcat,,Houghton,,,Type 26,,,,,,,,,,,,Scaparrotti,,,,
,,,,,,,,,,,,,,,,,,,,,,Haruka,Tristan,,,,Jensen,,,,,,,,,,,,,,Horton,,,,,,,Gripen,,La Combattante,,Fraser,,,Viggen,,,,,,,,,,,,Rokke,,,,
,,,,,,,,,,,,,,,,,,,,,,Raelynn,Ken,,,,Johnson,,,,,,,,,,,,,,Halsey,,,,,,,Apache,,Harrier,,Guevara,,,Brandenburg,,,,,,,,,,,,Sherman,,,,
,,,,,,,,,,,,,,,,,,,,,,Inez,Imran,,,,Jones,,,,,,,,,,,,,,Spruance,,,,,,,Kingcobra,,Visby,,Bartels,,,Osprey,,,,,,,,,,,,Lanata,,,,
,,,,,,,,,,,,,,,,,,,,,,Radhika,Yosef,,,,Kowalski,,,,,,,,,,,,,,Nimitz,,,,,,,Brandenburg,,Stratofortress,,Jones,,,Invader,,,,,,,,,,,,Wallace,,,,
,,,,,,,,,,,,,,,,,,,,,,Brianna,Aaron,,,,Lee,,,,,,,,,,,,,,King,,,,,,,Mitchell,,Vulcan,,Hummel,,,Ar 234,,,,,,,,,,,,Fisher,,,,
,,,,,,,,,,,,,,,,,,,,,,Cheyenne,Girish,,,,Miller,,,,,,,,,,,,,,Cunningham,,,,,,,Gnat,,Type 45,,Murphy,,,Tigershark,,,,,,,,,,,,Phillips,,,,
,,,,,,,,,,,,,,,,,,,,,,Jade,Cameron,,,,Moore,,,,,,,,,,,,,,Ramsay,,,,,,,Taranis,,Skyraider,,Galvin,,,Invader,,,,,,,,,,,,Vance,,,,
,,,,,,,,,,,,,,,,,,,,,,Rania,Ankur,,,,Murphy,,,,,,,,,,,,,,Brooke-Popham,,,,,,,Mitchell,,Thunderbolt,,Tillman,,,Koln,,,,,,,,,,,,Jones,,,,
,,,,,,,,,,,,,,,,,,,,,,Rosalinda,Hassan,,,,Nielsen,,,,,,,,,,,,,,Phillips,,,,,,,Tucano,,Mitchell,,Douglass,,,Cassiopea,,,,,,,,,,,,Cunningham,,,,
,,,,,,,,,,,,,,,,,,,,,,Awentia,Edward,,,,Olsen,,,,,,,,,,,,,,Wake-Walker,,,,,,,Koln,,Anzac,,Craddock,,,Draken,,,,,,,,,,,,Breedlove,,,,
,,,,,,,,,,,,,,,,,,,,,,Ruby,Basim,,,,Parker,,,,,,,,,,,,,,Somerville,,,,,,,Carrasco,,Shooting Star,,Cunningham,,,Tempest,,,,,,,,,,,,Dawes,,,,
,,,,,,,,,,,,,,,,,,,,,,Chanel,Ryan,,,,Petersen,,,,,,,,,,,,,,Fraser,,,,,,,Dauntless,,Corsair,,Cunningham,,,Taranis,,,,,,,,,,,,Patch,,,,
,,,,,,,,,,,,,,,,,,,,,,Ebony,Makaio,,,,Peterson,,,,,,,,,,,,,,Ritchie,,,,,,,Skywarrior,,Oliver Hazard Perry,,Allen,,,Bremen,,,,,,,,,,,,Mattis,,,,
,,,,,,,,,,,,,,,,,,,,,,Stella,Avi,,,,Rasmussen,,,,,,,,,,,,,,Mountbatten,,,,,,,Wasp,,Reaper,,Joulwan,,,Phantom,,,,,,,,,,,,Bartels,,,,
,,,,,,,,,,,,,,,,,,,,,,Sunki,Douglas,,,,Sanchez,,,,,,,,,,,,,,Cunningham,,,,,,,Hercules,,Wasp,,Haig,,,Airacobra,,,,,,,,,,,,Bolivar,,,,
,,,,,,,,,,,,,,,,,,,,,,Mariam,Atul,,,,Scott,,,,,,,,,,,,,,Sturdee,,,,,,,Ohio,,Broadsword,,Woloszyn,,,Valiant,,,,,,,,,,,,Schweitzer,,,,
,,,,,,,,,,,,,,,,,,,,,,Nisha,Dennis,,,,Smith,,,,,,,,,,,,,,Jellicoe,,,,,,,Gowind,,Marauder,,Jones,,,Hercules,,,,,,,,,,,,Di Paola,,,,
,,,,,,,,,,,,,,,,,,,,,,Sierra,Dev,,,,Taylor,,,,,,,,,,,,,,Beatty,,,,,,,Los Angeles,,Taranis,,Jones,,,Collins,,,,,,,,,,,,Balboa,,,,
,,,,,,,,,,,,,,,,,,,,,,Carla,Aponivi,,,,Thompson,,,,,,,,,,,,,,Fisher,,,,,,,Skyraider,,Blackhawk,,Rickenbacker,,,Newport,,,,,,,,,,,,Portal,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaori,Edwin,,,,Torres,,,,,,,,,,,,,,Dewey,,,,,,,K130 Braunschweig,,Nimrod,,Petraeus,,,Zumwalt,,,,,,,,,,,,Ridgway,,,,
,,,,,,,,,,,,,,,,,,,,,,Misaki,Jeffrey,,,,Turner,,,,,,,,,,,,,,,,,,,,,Nimrod,,Defiant,,,,,Mirage,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chie,Askuwheteau,,,,Walker,,,,,,,,,,,,,,,,,,,,,Shooting Star,,Newport,,,,,Storch,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mei,Chosovi,,,,Wilson,,,,,,,,,,,,,,,,,,,,,Viggen,,Whirlwind,,,,,Crusader,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elena,Avonaco,,,,Wood,,,,,,,,,,,,,,,,,,,,,Lancer,,Whirlwind,,,,,Mitchell,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gracie,Adam,,,,Wright,,,,,,,,,,,,,,,,,,,,,Mustang,,Nighthawk,,,,,Shooting,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Penelope,Adrian,,,,Young,,,,,,,,,,,,,,,,,,,,,Goshawk,,Los Angeles,,,,,Whirlwind,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amy,Alessandro,,,,Ziegler,,,,,,,,,,,,,,,,,,,,,Storch,,Horizon,,,,,Gladiator,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaylee,Alexander,,,,Zimmermann,,,,,,,,,,,,,,,,,,,,,Viking,,Cassiopea,,,,,Queen Elizabeth,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Isabelle,Alfredo,,,,Zuccaro,,,,,,,,,,,,,,,,,,,,,Sandown,,Goshawk,,,,,Fearless,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Naomi,Andrea,,,,Zunino,,,,,,,,,,,,,,,,,,,,,Corsair,,Lysander,,,,,Talon,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bailey,Angelo,,,,,,,,,,,,,,,,,,,,,,,,,Nelson,,Gladiator,,,,,Goshawk,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Madison,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,Daring,,Blackhawk,,,,,Reaper,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ada,Arthur,,,,,,,,,,,,,,,,,,,,,,,,,Taranis,,Raptor,,,,,Sachsen-Anhalt,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ana,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,Havoc,,Brandenburg,,,,,Cobra,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anastasia,Carlo,,,,,,,,,,,,,,,,,,,,,,,,,Harrier,,Galaxy,,,,,Rotterdam,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anna,Edoardo,,,,,,,,,,,,,,,,,,,,,,,,,Falcon,,Tomcat,,,,,Canberra,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aurora,Elias,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan,,Mitchell,,,,,Catamaran,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Beatrice,Emil,,,,,,,,,,,,,,,,,,,,,,,,,Tigershark,,Phantom,,,,,Osprey,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Camilla,Enrico,,,,,,,,,,,,,,,,,,,,,,,,,Anzac,,Osumi,,,,,Gabya,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Cecilia,Fabio,,,,,,,,,,,,,,,,,,,,,,,,,Hornet,,Sachsen-Anhalt,,,,,Seahawk,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chiara,Fabrizio,,,,,,,,,,,,,,,,,,,,,,,,,Harrier II,,Harrier II,,,,,Brandenburg,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Claudia,Federico,,,,,,,,,,,,,,,,,,,,,,,,,Reaper,,Talon,,,,,Cougar,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Daria,Filippo,,,,,,,,,,,,,,,,,,,,,,,,,Predator,,Texan,,,,,Skywarrior,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elisabeth,Francesco,,,,,,,,,,,,,,,,,,,,,,,,,Skytrain,,Dauntless,,,,,Spirit,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emma,Georgio,,,,,,,,,,,,,,,,,,,,,,,,,Lancer,,Phantom II,,,,,Flower,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Federica,Giovanni,,,,,,,,,,,,,,,,,,,,,,,,,Thunderbolt,,Globemaster,,,,,Harrier II,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Francesca,Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,Absalon,,Seahawk,,,,,Corsair,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ginevra,Jack,,,,,,,,,,,,,,,,,,,,,,,,,Corsair,,Mirage,,,,,Oliver Hazard Perry,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Giulia,Jacob,,,,,,,,,,,,,,,,,,,,,,,,,Falcon,,Cyclone,,,,,Duke,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Johanna,James,,,,,,,,,,,,,,,,,,,,,,,,,Tomcat,,Invader,,,,,Gripen,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Laura,Jan,,,,,,,,,,,,,,,,,,,,,,,,,Texan,,Baden-Wurttemberg,,,,,Osumi,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lina,Jason,,,,,,,,,,,,,,,,,,,,,,,,,Queen Elizabeth,,Jaguar,,,,,Los Angeles,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Luisa,Johannes,,,,,,,,,,,,,,,,,,,,,,,,,La Combattante,,Shooting Star,,,,,Skyhawk,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maddalena,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,Fridtjof Nansen,,Warhawk,,,,,Kilo,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maria,Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,Virginia,,Blackbird,,,,,Virginia,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Matilda,Luca,,,,,,,,,,,,,,,,,,,,,,,,,Intruder,,Ton,,,,,Viggen,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mia,Matteo,,,,,,,,,,,,,,,,,,,,,,,,,Bremen,,Pave Hawk,,,,,Nimrod,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mila,Maximilian,,,,,,,,,,,,,,,,,,,,,,,,,Shooting,,Invincible,,,,,Mustang,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Olivia,Michael,,,,,,,,,,,,,,,,,,,,,,,,,San Antonio,,Storch,,,,,Ada-class,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Paola,Oliver,,,,,,,,,,,,,,,,,,,,,,,,,Jaguar,,Kingcobra,,,,,Thunderbolt,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Susanna,,,,,,,,,,,,,,,,,,,,,,,,,,Eagle,,Dragon Lady,,,,,Wildcat,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Violetta,,,,,,,,,,,,,,,,,,,,,,,,,,Horizon,,Type 26,,,,,San Antonio,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Almirante Lynch,,Bayern,,,,,Lancer,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harrier II,,Cobra,,,,,Horizon,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stratotanker,,Skytrain,,,,,Halifax,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spirit,,Hercules,,,,,Bearcat,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duke,,Cougar,,,,,Tucano,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Typhoon,,Daring,,,,,Raptor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Collins,,Comandanti,,,,,Hellcat,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bearcat,,Hawk,,,,,Pave Hawk,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackbird,,Fridtjof Nansen,,,,,Defiant,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resolution,,Intruder,,,,,Nelson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galaxy,,Havoc,,,,,Superfortress,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skyhawk,,Merlin,,,,,Hamburg,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathurst,,Thunderbolt II,,,,,Blackbird,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scorpène,,Hellcat,,,,,Type 45,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demon,,Gladiator,,,,,Sachsen,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Lady,,Lancer,,,,,Starfighter,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skyraider,,Absalon,,,,,Dauphin,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinook,,Mustang,,,,,Dauphin,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dauphin,,Hamburg,,,,,Globemaster,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draken,,Typhoon,,,,,F125,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Globemaster,,Pave Hawk,,,,,Corsair,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladiator,,Victor,,,,,La Combattante,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warhawk,,Catamaran,,,,,Avenger,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whirlwind,,Warhawk,,,,,Vulcan,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invader,,Lightning,,,,,Scorpène,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shooting,,Bathurst,,,,,Phantom II,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storch,,Skywarrior,,,,,Falcon,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raptor,,Gripen,,,,,Vanguard,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osprey,,Hellcat,,,,,Phantom,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aardvark,,Apache,,,,,Warthog,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seahawk,,Dauntless,,,,,Mistral,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sachsen,,Merlin,,,,,Lysander,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visby,,Dragon Lady,,,,,Merlin,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River,,Dauphin,,,,,Sabre,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cougar,,Tigershark,,,,,Ar 234,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aardvark,,Yavuz-class,,,,,Typhoon,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bearcat,,K130 Braunschweig,,,,,Victor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newport,,Argos,,,,,America,,,,,,,,,,,,,,,,
