namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_construction_cruiser,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_escort_carrier,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_light_carrier,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_science_cruiser,sn_sponsored_colonizer,sn_striker_cruiser,sn_superdreadnought,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nodachi,,,,,,,Smatchet,Dadao,Main Gauche,,Claymore,,,Dart,,,,,Zhanmadao,,,,,,,Nodachi,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faix,,,,,,,Xiphos,Tepoztopilli,Morningstar,,Woldo,,,Cleaver,,,,,Pata,,,,,,,Ranseur,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harlott,,,,,,,Scimitar,Arbalest,Nihang,,Romphaia,,,Baselard,,,,,Faix,,,,,,,Lucerne,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crossbow,,,,,,,Shuriken,Longsword,Nimcha,,Fokos,,,Chakram,,,,,Great Axe,,,,,,,Tuck,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katana,,,,,,,Kirpan,Spear,Nunchaku,,Langmesser,,,Sap,,,,,Spetum,,,,,,,Warhammer,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swordstaff,,,,,,,Bastard Sword,Almogavar,Pala,,Kriegsmesser,,,Hammer,,,,,Arbalest,,,,,,,Kampilan,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greataxe,,,,,,,Bardiche,Shashqua,Partisan,,Billhook,,,Lochaber,,,,,Blunderbuss,,,,,,,Tepoztopilli,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kusarigama,,,,,,,Longsword,Nodachi,Pata,,Lance,,,Whip,,,,,Warscythe,,,,,,,Zhua,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sashka,,,,,,,Maduvu,Mangonel,Qaddara,,War Sword,,,Jamadhar,,,,,Thracian pick,,,,,,,Lance,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greatclub,,,,,,,Baselard,Cinquedea,Qama,,Zweilhander,,,Sai,,,,,Soliferrum,,,,,,,Tachi,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voulge,,,,,,,Chakram,Chauve Souris,Rapier,,Nodachi,,,Main Gauche,,,,,Urghosh,,,,,,,Halberd,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,War Staff,,,,,,,Broadsword,Spontoon,Sabre,,Longbow,,,Club,,,,,Spear,,,,,,,Zweihammer,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nandao,,,,,,,Kindjal,Gisarme,Sai,,Bardiche,,,Flamberge,,,,,Tonbogiri,,,,,,,Pata,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lance,,,,,,,Bec de Corbin,Makila,Saif,,Katzbalger,,,Pata,,,,,Longsword,,,,,,,Naginata,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,War Scythe,,,,,,,Hunga Munga,Zweihammer,Sanjak,,Wodao,,,Dirk,,,,,Mangonel,,,,,,,Wodao,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwiepiken,,,,,,,Tuck,Greataxe,Sap,,Katana,,,Gladius,,,,,Longbow,,,,,,,Datanuki,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guisarme,,,,,,,Bhuj,Mace,Scimitar,,Pike,,,Waraxe,,,,,Mace,,,,,,,Nandao,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweihander,,,,,,,Hatchet,Pollaxe,Seax,,Crossbow,,,Tanto,,,,,Warclub,,,,,,,Pavise,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampilan,,,,,,,Club,Harpoon,Shamshir,,Tepoztopilli,,,Zafar,,,,,Harlott,,,,,,,Spontoon,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonbogiri,,,,,,,Firangi,Nandao,Shamsir,,Sashka,,,Spatha,,,,,Moro Kris,,,,,,,Katzbalger,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arquebus,,,,,,,Seax,Tongi,Shashka,,Lucerne,,,Kaskara,,,,,Pollaxe,,,,,,,Blunderbuss,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romphaia,,,,,,,Tekko,Datanuki,Short Sword,,Dadao,,,Takoba,,,,,Romphaia,,,,,,,Voulge,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dadao,,,,,,,Jamadhar,Billhook,Shotel,,Mace,,,Bardiche,,,,,Kusarigama,,,,,,,Cinquedea,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sickle,,,,,,,Churi,Glaive,Shuriken,,Poleaxe,,,Sickle,,,,,Tachi,,,,,,,Kriegsmesser,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kriegsmesser,,,,,,,Short Sword,Warscythe,Siangham,,Guisarme,,,Flail,,,,,Shashqua,,,,,,,Bardiche,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makila,,,,,,,Kard,War Staff,Sickle,,Halberd,,,Shamshir,,,,,Kampilan,,,,,,,War Staff,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warhammer,,,,,,,Tulwar,Harlott,Slingshot,,Spear,,,Wakizashi,,,,,War Sword,,,,,,,Almogavar,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scythe,,,,,,,Fauchard,Crossbow,Smatchet,,Arquebus,,,Zulfiqar,,,,,War Scythe,,,,,,,Soliferrum,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cinquedea,,,,,,,Flamberge,Bardiche,Spadroon,,Pavise,,,Dha,,,,,War Hammer,,,,,,,Faix,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brownbill,,,,,,,Waraxe,Scythe,Spatha,,Murgleys,,,Gauntlet,,,,,Yari,,,,,,,Longsword,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trident,,,,,,,Spetum,Lucerne,Spear,,Spontoon,,,Kastane,,,,,Guisarme,,,,,,,Arbalest,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cutlass,,Spetum,,,,,Kukri,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kukri,,Tabar,,,,,Shuriken,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shamsir,,Takoba,,,,,Katti,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kpinga,,Takouba,,,,,Estoc,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nihang,,Talwar,,,,,Karabela,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk,,Tanto,,,,,Voulge,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takouba,,Tegha,,,,,Nimcha,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaskara,,Tekko,,,,,Takouba,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spear,,Tomahawk,,,,,Kora,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morningstar,,Tuck,,,,,Kirpan,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Gauche,,Tulwar,,,,,Cinquedea,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espada,,Urumi,,,,,Dagger,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qaddara,,Voulge,,,,,Gazza,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimcha,,Wakizashi,,,,,Cutlass,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanjak,,Waraxe,,,,,Kwame,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius,,Whip,,,,,Scimitar,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mace,,Xiphos,,,,,Bastard Sword,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zulfiqar,,Yatagan,,,,,Bolas,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khopesh,,Zafar,,,,,Xiphos,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ida,,Zulfiqar,,,,,Seax,,,,,,,,,,,,,,,,
