namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,Makayla,Hamza,,,,King,,,,,,,,,,,,,,,,,,,,Prowler,,Seahawk,,,,Skywarrior,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Genevieve,Hrithik,,,,Knight,,,,,,,,,,,,,,,,,,,,Lenah H. Sutcliffe Higbee,,Spruance,,,,Fighting Falcon,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yoko,Omar,,,,Lal,,,,,,,,,,,,,,,,,,,,Lancer,,John Finn,,,,Lightning,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Halima,Nita,,,,Lee,,,,,,,,,,,,,,,,,,,, Cold Harbor,,Helldiver,,,,Falcon,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ellie,Haloke,,,,Lewis,,,,,,,,,,,,,,,,,,,,Bronco,,Porter,,,,Devastator,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emilia,Rahul,,,,Li,,,,,,,,,,,,,,,,,,,,Boone,,Chafee,,,,Cyclone,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Delilah,Hiamovi,,,,Lin,,,,,,,,,,,,,,,,,,,,Rentz,,Thach,,,,Mobile Bay,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ana,Augustin,,,,Liu,,,,,,,,,,,,,,,,,,,,Lassen,,Wayne E. Meyer,,,,Radford,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gabby,Anirudh,,,,Long,,,,,,,,,,,,,,,,,,,, Fredericksburg,,Curtis Wilbur,,,,John Paul Jones,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Miyuki,Mazen,,,,Lopez,,,,,,,,,,,,,,,,,,,,Lancaster,,Zumwalt,,,,Forrest Sherman,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Megan,Ammar,,,,Malik,,,,,,,,,,,,,,,,,,,,Shooting Star,,Apache,,,,Cole,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Esha,Don,,,,Martin,,,,,,,,,,,,,,,,,,,,John S. McCain,,Gary,,,,Demon,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Julia,Raheem,,,,Martinez,,,,,,,,,,,,,,,,,,,,McInerney,,Raptor,,,,John L. Hall,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anushka,Diego,,,,Mason,,,,,,,,,,,,,,,,,,,,Oliver Hazard Perry,,Warthog,,,,Caribou,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Priya,Kareem,,,,Matthews,,,,,,,,,,,,,,,,,,,,Tomcat,,Puma,,,,Peacemaker,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Halona,Pedro,,,,McMillan,,,,,,,,,,,,,,,,,,,,Savage,,Bronco,,,,Dewey,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aarti,Kangee,,,,Medina,,,,,,,,,,,,,,,,,,,,Hornet,,Hornet,,,,Argus,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Fatima,Ashok,,,,Mehra,,,,,,,,,,,,,,,,,,,, Midway,,John S. McCain,,,,Constellation,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kimimela,Emir,,,,Mitchell,,,,,,,,,,,,,,,,,,,,John Paul Jones,,Vigilante,,,,Mustang,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Autumn,Daquan,,,,Morales,,,,,,,,,,,,,,,,,,,, Mogadishu,,Skyhawk,,,,Blackbird,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anna,Arthur,,,,Moreno,,,,,,,,,,,,,,,,,,,,Reuben James,,Dragonfly,,,,Peterson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kyla,Ethan,,,,Murphy,,,,,,,,,,,,,,,,,,,,Freedom Fighter,,Eagle,,,,Thach,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Catalina,Ali,,,,Nair,,,,,,,,,,,,,,,,,,,,Stethem,,Kidd,,,,Dragonfly,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kumiko,Koko,,,,Nasser,,,,,,,,,,,,,,,,,,,,Spruance,,The Sullivans,,,,Fury,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Neha,Kenyon,,,,Nelson,,,,,,,,,,,,,,,,,,,, Appomattox,,Arleigh Burke,,,,Marauder,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Samira,Jagdish,,,,Nguyen,,,,,,,,,,,,,,,,,,,,Wasp,,Scout,,,,Ingraham,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jada,Kanti,,,,Omar,,,,,,,,,,,,,,,,,,,,Kidd,,Gridley,,,,Tiger,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aisha,Steven,,,,Ortiz,,,,,,,,,,,,,,,,,,,,Peacemaker,,Skyway,,,,Sabre,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Charlotte,Sebastian,,,,Parker,,,,,,,,,,,,,,,,,,,,John L. Hall,,Wasp,,,,William P. Lawrence,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Winona,Ramon,,,,Patel,,,,,,,,,,,,,,,,,,,,Skyway,,Wild Goose,,,,Stockdale,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Grace,Alfredo,,,,Patel,,,,,,,,,,,,,,,,,,,,Truxtun,,Forrest Sherman,,,,Wild Goose,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Khushi,Zachary,,,,Perez,,,,,,,,,,,,,,,,,,,,McFaul,,Momsen,,,,Rascal,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Harper,Sean,,,,Phillips,,,,,,,,,,,,,,,,,,,, Okinawa,,Coontz,,,,Spartan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aaliyah,Delsin,,,,Powell,,,,,,,,,,,,,,,,,,,,Crusader,,Starlifter,,,,Sampson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lupita,Jordan,,,,Qureshi,,,,,,,,,,,,,,,,,,,,Raptor,,Skyscreecher,,,,Cyclone,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Josefina,Jermaine,,,,Rahman,,,,,,,,,,,,,,,,,,,,Stratofortress,,Falcon,,,,McInerney,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Reagan,Chaitanya,,,,Raj,,,,,,,,,,,,,,,,,,,, Khe Sanh,,Arleigh Burke,,,,Gerald R. Ford,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anjali,Josh,,,,Ramirez,,,,,,,,,,,,,,,,,,,,Carr,,Sterett,,,,Enterprise,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kavya,Kajika,,,,Reyes,,,,,,,,,,,,,,,,,,,,Super Sabre,,Spruance,,,,Dauntless,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Morgan,Roberto,,,,Richardson,,,,,,,,,,,,,,,,,,,,United States,,Porter,,,,Oliver Hazard Perry,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gloria,Galilahi,,,,Rivera,,,,,,,,,,,,,,,,,,,,Intruder,,Farragut,,,,Firefly,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Claire,Juan,,,,Robinson,,,,,,,,,,,,,,,,,,,, Chippewa,,Fitzgerald,,,,Constitution,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Piper,Rodney,,,,Rodriguez,,,,,,,,,,,,,,,,,,,,Liberty,,Virginia,,,,Rafael Peralta,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jazmine,Fernando,,,,Romero,,,,,,,,,,,,,,,,,,,,Fighting Falcon,,Michael Monsoor,,,,Starfighter,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sadie,Kush,,,,Ross,,,,,,,,,,,,,,,,,,,,Warhawk,,Warhawk,,,,Shooting Star,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lucia,John,,,,Ruiz,,,,,,,,,,,,,,,,,,,,Mohawk,,Havoc,,,,Nighthawk,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Amira,Neel,,,,Said,,,,,,,,,,,,,,,,,,,,Devastator,,Skyray,,,,Prowler,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Peyton,Aravind,,,,Sanchez,,,,,,,,,,,,,,,,,,,,Gridley,,Dauntless,,,,Helldiver,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tessa,Gabriel,,,,Singh,,,,,,,,,,,,,,,,,,,,Stratotanker,,Mitscher,,,,Truxtun,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Shilah,Brian,,,,Thakur,,,,,,,,,,,,,,,,,,,, Chapultepec,,Thunderchief,,,,Kiowa,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rylee,Jamal,,,,Uday,,,,,,,,,,,,,,,,,,,,Stuka,,Sampson,,,,Puma,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hazel,Derek,,,,Varma,,,,,,,,,,,,,,,,,,,,Nicholas,,Crusader,,,,Ingraham,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emily,Oliver,,,,Yadav,,,,,,,,,,,,,,,,,,,,Chafee,,Higgins,,,,John Finn,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hannah,Malik,,,,Zaman,,,,,,,,,,,,,,,,,,,,Bainbridge,,Kiowa,,,,Seahawk,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaya,Jason,,,,,,,,,,,,,,,,,,,,,,,,Milius,,Nitze,,,,Cougar,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yasmin,Terrell,,,,,,,,,,,,,,,,,,,,,,,, Raqqa,,Porter,,,,Nimitz,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Devika,Rashid,,,,,,,,,,,,,,,,,,,,,,,,Skywarrior,,Super Sabre,,,,Gannet,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Onawa,Alexander,,,,,,,,,,,,,,,,,,,,,,,, Guadalcanal,,Shoup,,,,Decatur,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mia,Tarek,,,,,,,,,,,,,,,,,,,,,,,,Vicksburg,,Invader,,,,Viking,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gabriella,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,Paul F. Foster,,Demon,,,,Arthur W. Radford,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Talia,Alvaro,,,,,,,,,,,,,,,,,,,,,,,,Arthur W. Radford,,Delta Dagger,,,,Zumwalt,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sofia,Gilberto,,,,,,,,,,,,,,,,,,,,,,,,Fury,,Cyclone,,,,Liberator,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Paisley,Mark,,,,,,,,,,,,,,,,,,,,,,,,Independence,,Tiger,,,,Michael Murphy,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Keiko,Alawa,,,,,,,,,,,,,,,,,,,,,,,,Cyclone,,Thomas Hudner,,,,Boone,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lucy,Brandon,,,,,,,,,,,,,,,,,,,,,,,, Cerro Gordo,,Lenah H. Sutcliffe Higbee,,,,Wildcat,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kachina,Jalal,,,,,,,,,,,,,,,,,,,,,,,,Shoup,,Sampson,,,,Lancer,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Angelina,Jimmy,,,,,,,,,,,,,,,,,,,,,,,,Thunderchief,,Peterson,,,,Littoral,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elu,Dhruv,,,,,,,,,,,,,,,,,,,,,,,,Skytrain,,Stratofortress,,,,Chafee,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaitlyn,Bilal,,,,,,,,,,,,,,,,,,,,,,,,Seahawk,,Decatur,,,,Carney,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kimiko,George,,,,,,,,,,,,,,,,,,,,,,,,Invader,,Michael Murphy,,,,Peterson,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sophie,Armando,,,,,,,,,,,,,,,,,,,,,,,,Forrest Sherman,,Cole,,,,Reuben James,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Saira,Logan,,,,,,,,,,,,,,,,,,,,,,,, Tora Bora,,Gannet,,,,Talon,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Yumi,Isaiah,,,,,,,,,,,,,,,,,,,,,,,,Preble,,Clemson,,,,Super Sabre,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nia,Rajeev,,,,,,,,,,,,,,,,,,,,,,,, Chosin Reservoir,,Mustang,,,,Farragut,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ai,Miguel,,,,,,,,,,,,,,,,,,,,,,,,Phantom II,,Nimitz,,,,Sentinel,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Juana,Kevin,,,,,,,,,,,,,,,,,,,,,,,,Rascal,,Kauffman,,,,Mason,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Marisol,Kenneth,,,,,,,,,,,,,,,,,,,,,,,,Peterson,,Black Hawk,,,,Super Hornet,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Gauri,Benito,,,,,,,,,,,,,,,,,,,,,,,,Wadsworth,,Ingraham,,,,Huey,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Giselle,Enrique,,,,,,,,,,,,,,,,,,,,,,,,Kiowa,,Dragon,,,,Wasp,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Maria,Felipe,,,,,,,,,,,,,,,,,,,,,,,,Talon,,Forrest Sherman,,,,Carr,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mira,Jonathan,,,,,,,,,,,,,,,,,,,,,,,,Constellation,,Constellation,,,,Freedom,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hikari,Ivan,,,,,,,,,,,,,,,,,,,,,,,,Osprey,,Texan,,,,Banshee,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Chilali,Abhi,,,,,,,,,,,,,,,,,,,,,,,, Marjah,,Freedom,,,,Warhawk,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Serenity,Jesus,,,,,,,,,,,,,,,,,,,,,,,,Enterprise,,Lassen,,,,Independence,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Salma,Rakesh,,,,,,,,,,,,,,,,,,,,,,,,Porter,,Kidd,,,,Skyway,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Leotie,Carmelo,,,,,,,,,,,,,,,,,,,,,,,,Chosin,,Leahy,,,,Benfold,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ashanti,Mario,,,,,,,,,,,,,,,,,,,,,,,,Puma,,Chosin,,,,Vicksburg,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nadia,Rafael,,,,,,,,,,,,,,,,,,,,,,,, the Coral Sea,,Mason,,,,Apache,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nora,Alex,,,,,,,,,,,,,,,,,,,,,,,,Michael Monsoor,,Nicholas,,,,Kauffman,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Noor,Andre,,,,,,,,,,,,,,,,,,,,,,,,Shrike,,Barry,,,,Michael Monsoor,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pilar,Caleb,,,,,,,,,,,,,,,,,,,,,,,,Raven,,Samuel B. Roberts,,,,Bainbridge,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Pooja,Vincent,,,,,,,,,,,,,,,,,,,,,,,,Firefly,,Argus,,,,Stratotanker,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Audrey,Santiago,,,,,,,,,,,,,,,,,,,,,,,,Mahan,,Arleigh Burke,,,,Skyraider,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Raquel,Ismael,,,,,,,,,,,,,,,,,,,,,,,,Mustin,,Stuka,,,,Paul F. Foster,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aishwarya,Anwar,,,,,,,,,,,,,,,,,,,,,,,,William P. Lawrence,,Spruance,,,,Kidd,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Mariah,Yago,,,,,,,,,,,,,,,,,,,,,,,,Huey,,Oliver Hazard Perry,,,,Voodoo,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Elizabeth,Honovi,,,,,,,,,,,,,,,,,,,,,,,, Gettysburg,,Thunderbolt,,,,Guardian,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Akira,Christian,,,,,,,,,,,,,,,,,,,,,,,, Haditha,,Fighting Falcon,,,,Lancaster,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Bella,Dekanawida,,,,,,,,,,,,,,,,,,,,,,,,Demon,,Mustin,,,,Thunderchief,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Aubrey,Dwayne,,,,,,,,,,,,,,,,,,,,,,,,Gannet,,Cougar,,,,Havoc,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sophia,Damian,,,,,,,,,,,,,,,,,,,,,,,,Sampson,,Voodoo,,,,Mitchell,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Malila,Francisco,,,,,,,,,,,,,,,,,,,,,,,,Constitution,,Tucker,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emma,Kiona,,,,,,,,,,,,,,,,,,,,,,,, Kirkuk,,Hellcat,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Alisha,Hania,,,,,,,,,,,,,,,,,,,,,,,,Starfighter,,John L. Hall,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Eleanor,Treyvon,,,,,,,,,,,,,,,,,,,,,,,,Spruance,,Carr,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kennedy,Joseph,,,,,,,,,,,,,,,,,,,,,,,,Spartan,,Skywarrior,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Paytah,Darnell,,,,,,,,,,,,,,,,,,,,,,,,Ingraham,,Mitchell,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ishani,Richard,,,,,,,,,,,,,,,,,,,,,,,,Radford,,Stethem,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ivy,Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,Invincible,,Paul Ignatius,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Nova,Esteban,,,,,,,,,,,,,,,,,,,,,,,, Chickamauga,,Phantom,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Quinn,Lawrence,,,,,,,,,,,,,,,,,,,,,,,, Meuse-Argonne,,Skywatch,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Violet,Justin,,,,,,,,,,,,,,,,,,,,,,,,Fitzgerald,,Super Hornet,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Brooke,Victor,,,,,,,,,,,,,,,,,,,,,,,,Apache,,Fletcher,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Esperanza,Nascha,,,,,,,,,,,,,,,,,,,,,,,,Delta Dagger,,Preble,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Ciara,Andrew,,,,,,,,,,,,,,,,,,,,,,,,Liberator,,Panther,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Sakura,Patrick,,,,,,,,,,,,,,,,,,,,,,,,Nighthawk,,Zumwalt,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Conchita,Carlos,,,,,,,,,,,,,,,,,,,,,,,,Zumwalt,,Cobra,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Jamila,Aman,,,,,,,,,,,,,,,,,,,,,,,, Tippecanoe,,Halsey,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Monique,Ankit,,,,,,,,,,,,,,,,,,,,,,,, Saint-Mihiel,,Stockdale,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Scarlett,Tomas,,,,,,,,,,,,,,,,,,,,,,,,Sterett,,Leyte Gulf,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Emi,Andres,,,,,,,,,,,,,,,,,,,,,,,,Warthog,,Howard,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Rina,Jitendra,,,,,,,,,,,,,,,,,,,,,,,,Porter,,Kingfisher,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Lily,Matthew,,,,,,,,,,,,,,,,,,,,,,,,Littoral,,Lancer,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Trinity,Tyler,,,,,,,,,,,,,,,,,,,,,,,,Fletcher,,John Paul Jones,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Selena,David,,,,,,,,,,,,,,,,,,,,,,,, Sinjar,,Invincible,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Josie,Mustafa,,,,,,,,,,,,,,,,,,,,,,,, Pusan Perimeter,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Tala,Luis,,,,,,,,,,,,,,,,,,,,,,,,Sentinel,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Soraya,Youssef,,,,,,,,,,,,,,,,,,,,,,,,Cyclone,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Anisa,Etchemin,,,,,,,,,,,,,,,,,,,,,,,,Pinckney,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Zoey,Isi,,,,,,,,,,,,,,,,,,,,,,,,Thunderbolt,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Hope,Jai,,,,,,,,,,,,,,,,,,,,,,,,Argus,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Diana,Rashad,,,,,,,,,,,,,,,,,,,,,,,, Hamburger Hill,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Layla,Montrell,,,,,,,,,,,,,,,,,,,,,,,,Kingfisher,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Reginald,,,,,,,,,,,,,,,,,,,,,,,, Saratoga,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Aarav,,,,,,,,,,,,,,,,,,,,,,,,Benfold,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Lance,,,,,,,,,,,,,,,,,,,,,,,,Nimitz,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Stephen,,,,,,,,,,,,,,,,,,,,,,,,Higgins,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,Mosquito,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Leonardo,,,,,,,,,,,,,,,,,,,,,,,,Skyray,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Khaled,,,,,,,,,,,,,,,,,,,,,,,,Skyraider,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Jerry,,,,,,,,,,,,,,,,,,,,,,,, Bunker Hill,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Frank,,,,,,,,,,,,,,,,,,,,,,,,Bearcat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Jorge,,,,,,,,,,,,,,,,,,,,,,,, Santiago de Cuba,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Alfonso,,,,,,,,,,,,,,,,,,,,,,,,Black Hawk,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Mukesh,,,,,,,,,,,,,,,,,,,,,,,,Phantom,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Robert,,,,,,,,,,,,,,,,,,,,,,,, Manila Bay,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,DeMarcus,,,,,,,,,,,,,,,,,,,,,,,, Baiji,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Naveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Joaquin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Anand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Julio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
